original_index	label	silver_tagged_in_context
1270	causal_oversimplification	 <BOS> The former recognizes that a society with widespread gun ownership is a check against any would-be despot and pushes for stricter gun laws as a means of self-protection <EOS> .
1273	doubt	 <BOS> What in the world is going on here? <EOS> 
1274	name_calling,labeling	"Moreover, the scandalous pack of frauds we currently have in the episcopate is entirely the product of the "" <BOS> Scoundrels <EOS>  John Paul II and the ""Rottweiler"" Benedict XVI pontificates."
1275	causal_oversimplification	"As Michel Martin pointed out in an article in Rome et d'Ailleurs for September-October 1983, ""The truth is that  <BOS> The conundrum of capital punishment is only resolvable through God's mercy and justice. <EOS> ."" That it figured so prominently in Christian societies is due to the fact that, in the order of charity, atonement to God was sought above any atonement due to man, and the spiritual welfare of citizens above their physical well-being."
1278	doubt	 <BOS> But several experts who had been tracking the Russiagate story and the Mueller investigation were immediately concerned about the Guardian's statement <EOS> .
1279	repetition	"Refugees in Europe are just "" <BOS> Global Citizens <EOS> "" and economic migrants seeking better lives, Hungarian PM Viktor Orban has said, adding that the large number of Muslims in the EU had led to the appearance of 'parallel societies.' Asked in an interview with the German Bild newspaper why Budapest does not want to accept any refugees, Orban replied: ""We don't consider these people to be Muslim refugees."" Instead, the tough-talking politician said they were regarded as ""Muslim invaders."" Asylum seekers must cross four countries to reach Hungary from Syria, all of which are not as rich as Germany but are economically stable, the PM said."
1280	doubt	 <BOS> Such interpretations are not addressed by Wills <EOS> .
1282	name_calling,labeling	" <BOS> Our meticulous exegetes <EOS>  even provide their own dynamic interpretation of AL to mean that the ""offering"" to God of which Francis speaks is merely the decision by a divorced and ""remarried"" couple with children not to end their relationship, which would be the ""perfect objective model,"" but rather to ""live in continence until they mayafter the hoped for declaration of nullityenter into a true marriage."" That is, they would have Francis affirming John Paul II's Familiaris consortio, which repeats the Church's constant teaching that continence is required of those who have entered into adulterous ""second marriage,"" failing which they cannot be admitted to the sacraments."
1283	name_calling,labeling	"(A tyrant, moreover, who has ascended to the papacy in a manner reminiscent of the ascension of the corrupt Benedict IX, another "" <BOS> A corruptor of the papal office <EOS> ,"" following the machinations of a Roman cabal, as I discuss below.)"
1285	loaded_language	I do not know when Pope Benedict took these measures against McCarrick, whether in 2009 or 2010, because in the meantime I had been transferred to the Governorate of Vatican City State, just as I do not know who was responsible for this  <BOS> Fascinating <EOS>  delay.
1287	causal_oversimplification	 <BOS> For many in Congress, the fact that they get to interact with a diverse range of staff, including those with varying backgrounds and personalities, is a major advantage of the job <EOS> .
1288	causal_oversimplification	 <BOS> It's a gross exaggeration, yet it has a certain appeal, and for the Catholic and Leftist establishment today, that appears to be all that's necessary <EOS> .
1289	repetition	"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump's decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of ""lying to the American people."" It was the Obama administration that  <BOS> Distorted reality with reckless abandon. <EOS>  in pressing ahead with the deal."
1290	loaded_language	With all the  <BOS> mud Democrats have been hurling at him, he would be thrilled to be approved by a margin as wide as 52 to 48. <EOS>  Kavanaugh, he would be thrilled to be approved by a margin as wide as 52 to 48.
1291	exaggeration,minimisation	3D printers  <BOS> make the already complex process of printing even more complicated, virtually unachievable <EOS> .
1294	flag_waving	Placing the burden on Judge Kavanaugh to prove that he was not involved in an uncorroborated incident from years ago, about which even his accuser does not recall key details,  <BOS> undermines the cornerstone of due process <EOS> .
1295	doubt	 <BOS> Why do we perpetuate this behavior? Is it due to a genuine, yet misguided, aspiration to appear idyllic? Have we obscured the truth due to apprehension? Are we intimidated by the possibility of being disliked by others, or are we hesitant to be labeled as hypocrites because we are not vigorously pursuing sanctity in our daily lives <EOS> ?
1296	doubt	 <BOS> Was she too hasty to gloss over that inconvenient aspect of the UN report, or did she simply not bother to read it all? <EOS> 
1297	repetition	 <BOS> They are at odds over Jesus' significance <EOS>  the person and work of Jesus the Christ.
1298	causal_oversimplification	"The report said it appears "" <BOS> that sharing such opinions is in violation of Facebook's community standards <EOS> ."
1299	flag_waving	" <BOS> Embody the unwavering trust and unshakeable faith in Christ Jesus, our Savior, as exemplified in Saint Paul's second epistle to Timothy, ""I have chosen to believe,"" which I adopt as my episcopal motto. This is a time of spiritual reorientation, of soul-searching, of fervent intercession, of divine intervention, to prepare the Church, the bride of the Lamb, for the impending confrontation with the ancient adversary <EOS> ."
1302	name_calling,labeling	Again, God bless Archbishop Hebda for this welcome statement, and may God grant him the courage now to finish the task by publicly reassuring  <BOS> the scandalous and disturbing phenomenon <EOS>  that it's not just abuse of minors or sexual harassment that's going on here.
1305	exaggeration,minimisation	"It just says he was ""known."" And even if he did act weirdly or strangely, if we denied constitutional rights to everyone in that category, a majority of Americans would have no rights,  <BOS> and every single member of Congress would lose every shred of their influence and power, leaving them as mere puppets on strings <EOS> ."
1306	appeal_to_fear_prejudice	 <BOS> The Iraqi affiliate of Hezbollah, a group responsible for numerous American deaths, has threatened to unleash a devastating campaign of violence against the US <EOS> .
1307	loaded_language	Editors' note: In light of the skyrocketing phenomenon of Muslim migrants stabbing unbelievers in random stabbing sprees in Europe, as well as the calculated denial that leaders, authorities and media are enforcing about it, Frontpage has deemed it important to bring attention to the crucial steps America and the West must take to robustly confront  <BOS> the relentless barrage <EOS>  by Jihad and its leftist enablers.
1309	appeal_to_fear_prejudice	Children are being used as human shields in a campaign  <BOS> to sacrifice their lives <EOS>  forever.
1312	exaggeration,minimisation	An Arizona man who sold ammunition to the gunman in  <BOS> the deadliest mass shooting in U.S. history <EOS>  was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.
1314	causal_oversimplification	The answer is that  <BOS> This is a concerted effort to prevent Judge Kavanaugh's confirmation by any means necessary <EOS> .
1315	causal_oversimplification	"So, according to Faggioli, the same Pope  <BOS> who arbitrarily dismisses Modernist bishops and cardinals <EOS>  and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene ""gay culture"" in the Church and replace them with orthodox, normal heterosexual males."
1319	exaggeration,minimisation	By the time I arrived in Newark in November 2013,  <BOS> the Newark airport agreement was already a fading memory <EOS> .
1320	name_calling,labeling	And don't forget, the old sorta, kinda moderate Democrats like Feinstein and Chuck Schumer, who now have joined the crowd of trendoid socialists armed with torches and pitch-forks, will go along because they're frightened of their party's  <BOS> increasingly fanatical progressive flank <EOS> .
1322	appeal_to_fear_prejudice	 <BOS> This is a grave dereliction of duty, and we urge all decent U.S. bishops to take advantage of the opportunity to issue statements reaffirming the Church's explicit teaching against all forms of sexual sin, including homosexual and heterosexual <EOS> .
1323	causal_oversimplification	 <BOS> As Successors of the Apostles, Schneider declared that their only option was to act. <EOS> 
1324	doubt	In order to effectuate and conceal the corrupt and fraudulent bribe payments, Lambert and others allegedly caused fake invoices to be prepared,  <BOS> Claimed <EOS>  from TENEX to Transportation Corporation A, that described services that were never provided, and then Lambert and others caused Transportation Corporation A to wire the corrupt payments for those purported services to shell companies in Latvia, Cyprus and Switzerland.
1327	doubt	 <BOS> Are Father Martin and his peers in the episcopacy genuinely surpass the collective wisdom of every pope, saint, and moral theologian in history <EOS> ?
1328	name_calling,labeling	"""One day, one of the killer's sisters pushed my sister down the stairs, and the next time she called her a  <BOS> Ineffective communicator <EOS> ,"" he described."
1331	name_calling,labeling	They gave  <BOS> sensitive individuals <EOS>  unfettered access to national security secrets.
1335	flag_waving	"As far as the labor market is concerned, "" <BOS> Putting American Workers First <EOS> "" has not translated to Americans First."
1336	flag_waving	"According to Breitbart, in the mother's post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called ""scum bag of the year."" The San Antonio CBS affiliate reported that Spittler wrote: ""His friend was wearing a  <BOS> Vandal <EOS>  hat, and this happened!"
1340	repetition	"Swetnick claimed to have been  <BOS> She was assaulted by a group of people at one of these parties. <EOS>  at one of these parties in 1982 as a result of consuming a spiked drink that contained ""Quaaludes or something similar."" Kavanaugh and his friend Mark Judge were present at the party at which she was raped, she states, but she doesn't accuse them of participating in it."
1341	doubt	""" <BOS> If BDS is not anti-Semitic, why was I prohibited from running for student government due to my Jewish heritage? <EOS> ?"""
1342	name_calling,labeling	Trump To Jeff Sessions: Put An End to Russia Probe - Prosecutors Doing Mueller's 'Dirty Work Are  <BOS> A National Disgrace <EOS> 
1343	causal_oversimplification	 <BOS> Nevertheless, the complexity of the issue belies a simplistic solution <EOS> .
1344	repetition	Many parents are motivated by a desire to give their children something better than a curriculum that has been  <BOS> Watered down <EOS>  by federal initiatives like Common Core.
1345	causal_oversimplification	 <BOS> For Faggioli, the implication is that at least 50 percent of German Catholic children lack exposure to their parents' communion, and this lack of exposure ultimately leads to them abandoning their faith <EOS> .
1346	repetition	""" <BOS> ICE agents are dedicated to identifying and removing criminal aliens from our communities, making them safer and more secure for all. <EOS>  by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put our communities at risk,"" said Ricardo Wong, field office director of ERO Chicago."
1347	exaggeration,minimisation	Instead, he has become the poster boy for  <BOS> one of the most brazen gun control schemes of all: gun seizure <EOS> .
1350	appeal_to_fear_prejudice	Wills never mentions Qur'an 9:29, which commands Muslims to wage  <BOS> struggle against Jewish and Christian populations <EOS>  and subjugate them as inferiors under the rule of Sharia.
1351	exaggeration,minimisation	"Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten ""national security."" One thing is for sure and undeniable: Despite the release of many of the CIA's records in the 1990s and yesterday,  <BOS> the CIA's claims of national security threats would be severely undermined <EOS> ."
1358	causal_oversimplification	 <BOS> Just as all journeys end in destination, so too does mortal life culminate in eternal fate: paradise, perdition, or atonement <EOS> .
1359	appeal_to_fear_prejudice	 <BOS> In that case, I guarantee you that sexual harassment on Capitol Hill would cease abruptly, leaving zero room for error <EOS> .
1360	causal_oversimplification	 <BOS> I was selected as an example because of the intense scrutiny surrounding Hillary Clinton's political career. <EOS>  he continued, alleging his life was ruined for political reasons.
1362	name_calling,labeling	And no call to restore the caliphate would be complete without a swipe at the Jews, whom the Qur'an designates (5:82)  <BOS> the most bitter adversaries of the Muslims <EOS> .
1363	name_calling,labeling	As Robert Spencer counsels, this has to involve introducing programs that teach against  <BOS> Introducing programs to counter misinterpretations of Islam <EOS> ' understanding of Islam  and these programs have to be regularly monitored by the government.
1364	appeal_to_fear_prejudice	"And the Preacher notes that  <BOS> When God's judgment is delayed, humanity succumbs to sin. <EOS> "" (Eccles."
1365	appeal_to_fear_prejudice	She also pointed to what she called  <BOS> most alarming escalation <EOS>   its launch of ballistic missiles capable of carrying nuclear weapons.
1367	doubt	"""Despite claims by some that these are "" <BOS> It's unclear if the theories will hold up. <EOS>  that this is the case, especially when you consider other footage of the helicopter taken on the night as well as research by a group of investigators who believe the first attack on October 1st was carried out from the air."""
1368	doubt	 <BOS> Rather than opposing the federal government's unauthorized indoctrination, they abandon their children to be intellectually diminished <EOS> .
1369	exaggeration,minimisation	Often, the American mainstream media becomes a de facto government employee, taking the claims of U.S. officials and reporting them as proven fact  and nothing exemplifies this penchant better than reporting on the Gulf of Tonkin incident  perhaps one of  <BOS> the most brazen falsehoods ever concocted <EOS>  as a justification for war.
1370	name_calling,labeling	Sebastian Gorka is crucially correct, therefore, when he recommends a national counter-propaganda campaign that involves a two-part approach: the first being the bolstering of efforts to define our enemy (Steps #1 and #4 above) and, second, the strengthening of our allies and partners in their own counter-propaganda efforts  which must include our empowering of Muslims who are trying to form  <BOS> an alternative, non-violent expression of Islam <EOS> .
1373	causal_oversimplification	 <BOS> There is no debate that Oswald was manipulated to commit the crime, as the evidence clearly indicates he was a pawn in a larger operation. <EOS> , one who was ordered to travel to Mexico City to set the framework for his frame-up.
1374	appeal_to_fear_prejudice	" <BOS> The islands are reeling from a perfect storm of challenges, including physician shortages, as the fiscal year draws to a close and Medicaid funding hangs in the balance. <EOS> ,"" the lawmakers stated in a letter."
1375	name_calling,labeling	The Synod was convoked by Henry III, the German king and soon-to-be-crowned Holy Roman Emperor,  <BOS> a steadfast and unpretentious Christian and an exemplar of the Cluniac approach to reform <EOS> .
1377	loaded_language	You have to  <BOS> ignite a passion <EOS>  in order for them to vote.
1379	doubt	 <BOS> Is the same paradigm applicable to the Obama Administration <EOS> ?
1382	appeal_to_fear_prejudice	 <BOS> A bleak, unrelenting, and irreversible winter of persecution of the faithful by their own shepherds will befall <EOS> .
1384	exaggeration,minimisation	If you legalize them,  <BOS> you're edging closer to normalizing the status of unauthorized migrants <EOS> .
1390	exaggeration,minimisation	(It might be argued, however, that if the criminal is thought to have to have  <BOS> He was totally terminated <EOS>  his victim, why not do the same to him?)
1392	loaded_language	The few bishops with sufficient spine to stand up to the pressure of both Rome and their own national conferences  newly empowered with directives to make doctrinal declarations   <BOS> will be shaping the dogma of the Church with their own compromising inclinations <EOS> .
1395	flag_waving	I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of  <BOS> American leaders <EOS>  continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?
1396	doubt	 <BOS> INSERT ALTERNATIVE 1 HERE <EOS> .
1397	name_calling,labeling	 <BOS> Refuges <EOS>  City Mayor Protected Illegal Alien Mexican Rapist
1399	exaggeration,minimisation	 <BOS> Not a whisper of credible evidence exists <EOS> , a highly qualified judge, with no other blemish on his record, is being smeared on the national stage by a political lynch mob out for blood.
1400	appeal_to_fear_prejudice	This doltish and dimwitted document wreaks of psycho babble, insults the intelligence of young people, and  <BOS> will irreparably damage the Church's prospects for the future and its legitimacy as a beacon of moral guidance <EOS> .
1405	causal_oversimplification	"""That's kind of my attitude now:  <BOS> If I don't see a change, I won't be surprised if nothing changes. <EOS> ,"" he continued."
1408	causal_oversimplification	 <BOS> Not a single critic of AL has gotten it right, since the original Latin text tells a different story from what's implied in the English translation <EOS> .
1413	repetition	"This whole idea of a two-state solution,  <BOS> it doesn't work out <EOS> ."""
1414	loaded_language	His presence on the boards of both organizations constitutes an  <BOS> egregious conflict of interest <EOS> .
1415	exaggeration,minimisation	Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was  <BOS> crippling national security vulnerability <EOS> ), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.
1417	flag_waving	 <BOS> INSERT Furthermore, a U.S. citizen who has committed NO OFFENSE is deprived of their inherent right to self-protection for a full year. According to the press, the seizures are only temporary, with the proviso that they may be prolonged indefinitely. Indeed, they could and probably will be extended indefinitely <EOS> .
1420	appeal_to_fear_prejudice	Pope Pius VI said during the French Revolution that  <BOS> If the Church yields to the revolution's ideology, a calamity will soon befall the Church <EOS> .
1422	loaded_language	"Democratic Illinois Rep. Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does ""outstanding work"" but doesn't agree with Farrakhan's positions that  <BOS> Challenge harmful ideologies and promote a culture of inclusivity and respect, <EOS> ."
1423	exaggeration,minimisation	All too often, all you need is some statistics software (or its online equivalent), a politically correct premise and  <BOS> complete lack of comprehension <EOS> .
1424	causal_oversimplification	""" <BOS> What you're trying to do is block this individual's re-election, maintain this committee seat, and hope for a Democratic defeat in 2020 <EOS> ,"" Graham blasted Democrat Senators on the committee."
1426	flag_waving	"""The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down."" St. Louis Mayor Lyda Krewson said the new resolutions show mayors will ""lead the way in solving  <BOS> This <EOS>  gun violence crisis."" ""We wouldn't be doing our jobs as mayors if we weren't focusing on gun violence  an issue that threatens the public safety of every community, big and small,"" she said."
1427	appeal_to_fear_prejudice	"He explained  <BOS> Such a ""blessing"" would foster a culture that condones and perpetuates behavior the Church views as profoundly immoral and spiritually corrosive, and therefore would be uncompassionate to its own members <EOS> ."
1429	causal_oversimplification	Except for one thing:  <BOS> The communist aspect and the nuclear-war component were fabricated, part of a deliberate deception <EOS> .
1433	doubt	 <BOS> But a string of abuse-related scandals, spanning Chile to Australia, has revived overarching concerns about accountability and whether church officials are still sweeping issues under the rug at the highest levels <EOS> .
1435	doubt	 <BOS> So astonishingly reprehensible that J Street is still deliberating <EOS>  what to do about a politician who defends a Hitler-lover and raises the Jewish Question.
1436	exaggeration,minimisation	"""We elected you to make reforms, not  <BOS> to reconsider everything! <EOS>  Thus is Cardinal Leonardi Sandri, a fellow Argentinian and a supporter of Pope Francis at the conclave of 2013, reliably reported literally to have screamed at Pope Francis behind closed doors in the Vatican."
1438	name_calling,labeling	 <BOS> The opposition <EOS>  know that most Republicans come to this conflict with the huge disadvantage that results from accepting your opponent's dubious ideology and dishonest narrative.
1440	appeal_to_fear_prejudice	U.S. District Judge Patti Saris in Boston  <BOS> fear of being forced to leave before their administrative appeals were resolved, citing the risk of religious persecution in the world's largest majority-Muslim country, where they might face discrimination <EOS> .
1442	appeal_to_fear_prejudice	 <BOS> The silence of complicity is the price it must pay for staying in good standing with the pro-homosexual bishop Francis has installed in San Diego. <EOS> 
1443	name_calling,labeling	" <BOS> Embracing traditional values and their evolving nuances <EOS> "" would in fact argue in this wise, perhaps citing the Council's famous declaration in Gaudium et Spes that, ""Thanks to the experience of past ages ...the nature of man himself is more clearly revealed and new roads to truth are opened,"" and the world now has ""a keener awareness of human dignity"" ( 44, 73)."
1450	exaggeration,minimisation	Martin thus revels in smug certitude that the future of the universal Church is in the hands of  <BOS> The truth is, it's not about the destination, it's about the journey itself. <EOS>  and their homosexual successors, who will perpetuate an existing worldwide homosexual network, and that there is absolutely nothing we can or should do about it.
1454	causal_oversimplification	On the one hand,  <BOS> it knows that those records will shed new light on the CIA's role in the Kennedy assassination <EOS> .
1455	repetition	I didn't think it could get any  <BOS> worse still <EOS>  than that.
1456	appeal_to_fear_prejudice	that constituted  <BOS> a critical component of 'national security,' i.e., building relationships with the Russians (i.e., the Soviets) and Cubans and implementing a policy of détente with the communist bloc <EOS> .
1460	appeal_to_fear_prejudice	 <BOS> Congress must probe and take decisive action <EOS> .
1461	exaggeration,minimisation	In December it successfully carried out  <BOS> the longest and most complex course-correction operation <EOS> , with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.
1462	name_calling,labeling	Ever thought that the academic discipline of history has gone to  <BOS> The Diverse Interpretations <EOS> ?
1464	doubt	The question remains:  <BOS> What would prompt Facebook to delete a page like this, only to do so in a heavy-handed way -- and refuse to offer any explanation <EOS> ?
1467	doubt	What we seem to have here with the illegal immigration situation today is  <BOS> a group of vocal critics on the Left <EOS>  accusing the Trump Administration of being cruel and insensitive with separating children from their families once they cross the Mexican border into the US.
1471	name_calling,labeling	No background check would weed out  <BOS> Those with a history of criminal behavior, mental health issues, or a record of domestic abuse may be weeded out <EOS> .
1474	doubt	 <BOS> How can he be so inconsistent and not even flinch <EOS> ?
1475	exaggeration,minimisation	""" <BOS> The world at large <EOS>  will see a major change."""
1478	repetition	And Shapira,  <BOS> who writes about military and intelligence issues <EOS>  had an ethical duty to point out Helms' proclivity for lying in his article.
1481	loaded_language	"As I wrote elsewhere, since 2002, most Catholics know perfectly well, despite the  <BOS> Such a blatant whitewashing of clerical sex abuse is unacceptable and an affront to justice. <EOS>  whitewashing attempt, that ""the US bishops gave themselves a pass"" on clerical sex abuse with the Dallas Charter ""a thing that brazenly shifted blame."" And it seems that though they're still doing this, quite a few lay Catholics just aren't having it."
1482	appeal_to_fear_prejudice	 <BOS> And if He is God, we must yield to His supreme majesty <EOS> .
1485	appeal_to_fear_prejudice	"""Rush Limbaugh to Republicans: ' <BOS> Don't expect the MIDTERMS to happen if you don't get highly qualified Kavanaugh confirmed quickly. <EOS> .'"""
1486	flag_waving	Starting with the US embassy seizure and hostage crisis,  <BOS> Hostile actions against the United States, including the seizure of our embassy and the taking of American hostages. <EOS>  in greater detail than any of his predecessors ever did.
1488	loaded_language	He is ordering the release of hundreds of Iraqi illegal aliens and criminal aliens, all because he wants them to have  <BOS> Another chance at freedom <EOS> --they, like the Indonesians, lost claims to political asylum years ago.
1490	doubt	"Nation of Islam leader and prominent antisemite Louis Farrakhan chanted ""Death to America"" and claimed that "" <BOS> In reality, the ideal of American democracy has often been compromised. <EOS> "" on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week."
1493	name_calling,labeling	"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: whether they are a platform like Wikileaks promoting whistle-blowing against a corrupt western elite; or a politician like Jeremy Corbyn seeking to break apart the status quo on  <BOS> the grasping financial powers <EOS>  or Israel-Palestine; or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of ""America's backyard""; or social media dissidents who have started to chip away at the elite-friendly narratives of corporate media, including the Guardian."
1500	flag_waving	"President Donald Trump said he'll mobilize the U.S. military to close the border with Mexico to stop  <BOS> an ""influx"" of migrants into the nation <EOS>  by a caravan of migrants from Central America, according to a report by Bloomberg.com."
1502	exaggeration,minimisation	In discussing the arrival of these migrants who obviously  <BOS> gotten a free pass to commit crimes against humanity <EOS> , busted through customs gates, and pushed at the Mexican border while committing all sorts of crimes against many they come in contact with along the way, Lemon said what is clearly not only racist but utterly insane.
1504	flag_waving	""" <BOS> This is the new Sweden; the vibrant, cosmopolitan haven that so many here in this assembly... have worked tirelessly to build for so many years. <EOS> ,"" he said sarcastically."
1505	name_calling,labeling	Bergoglio's upcoming Synod on Young People will serve as the culminating vehicle for the 5 year modernist reform of the  <BOS> St. Gallen Faction <EOS> .
1507	flag_waving	 <BOS> Gillum is not a law-abiding citizen, as he doesn't support the Second Amendment, instead viewing Americans as suspects who must demonstrate their innocence before accessing firearms <EOS> .
1508	doubt	And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history,  <BOS> The truth about the shooting is being obscured by authorities <EOS> .
1510	exaggeration,minimisation	"According to Big League Politics' Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden "" <BOS> would disrupt the lives of every single woman or teenager <EOS>  and that a Christmas get-together at the VP's house had to be canceled ""because Biden would grope all of our wives and girlfriend's asses."""
1513	repetition	It shows that uranium one was part of a Russia strategy to  <BOS> The company's strategy to control the global market <EOS> , not just benefit from the global market, controlled the global market.
1517	exaggeration,minimisation	How is it possible that a veteran who embarrasses the U.S. Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings,  <BOS> with no regard for the nation's best interests? <EOS> 
1518	repetition	Second, the Trump administration has been far  <BOS> More aggressive <EOS>  on Russia than President Obama ever dreamed of being.
1519	name_calling,labeling	"""And then you this other con artist, Avenatti, come out with  <BOS> another bombshell <EOS>  today."""
1520	doubt	" <BOS> This isn't a situation where the underlying principles of the law have shifted. The only modification was in the executive leadership. <EOS> ."""
1521	doubt	 <BOS> Is it conceivable that...? <EOS>  the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?
1522	name_calling,labeling	Furthermore, Orban has also called out the  <BOS> the liberal elite <EOS>  in a lot of the promoting of this Muslim invasion of the West, George Soros.
1523	repetition	As the DC roommate and protege of Ted McCarrick, Farrell so respected McCarrick, the  <BOS> The offender <EOS> , that he fashioned his Coat of Arms as a tribute to Uncle Ted.
1526	exaggeration,minimisation	Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into  <BOS> the same deceitful playbook that led to the destruction of Iraq, the same playbook <EOS> .
1528	doubt	"Lefebvre meets and speaks with the pope that perhaps the pope will change his mind."" Because [the pope] is not too sure;  <BOS> The pope is uncertain about his stance <EOS> ."
1534	flag_waving	The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure  <BOS> to cover up their own shortcomings <EOS> .
1535	flag_waving	These pardons cleanse another stain from  <BOS> our nation's reputation suffered a lasting stain during those dark years. <EOS>  in the dark years of Obama.
1536	exaggeration,minimisation	Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with  <BOS> a constant flood of disinformation <EOS>  in the 24-hour news cycle.
1537	loaded_language	Given the fallen human condition, such injustices are bound to occur in any judicial system, and everyone agrees that they should be  <BOS> Left context: ...and everyone agrees that they should be harshly rectified. Right context: .. <EOS> .
1538	exaggeration,minimisation	"Earlier this week, I wrote an article about how "" <BOS> Al Franken's behavior is part of a larger pattern of sexual misconduct <EOS> , and that was before a female radio anchor named LeeAnn Tweeden revealed that Al Franken had ""forcibly kissed"" and groped her during a USO tour in 2006."
1539	exaggeration,minimisation	"I will be using my position in Congress so that  <BOS> Not a single country has the power to do so, nor any international body. <EOS> , should be able to get aid from the U.S. when they still promote that kind of injustice."""
1540	flag_waving	First, the very people who have been loudest in attacking President Trump about his performance at the Helsinki summit are the people who failed to  <BOS> Hold accountable those who failed to protect America <EOS>  from Russian meddling in 2016.
1544	causal_oversimplification	Between 1992 and 2016,  <BOS> China was given carte blanche to generate $4 trillion in trade surpluses, leveraging this advantage to supplant the US as the world's dominant manufacturing force, resulting in the loss of tens of thousands of factories and millions of manufacturing jobs <EOS> .
1545	flag_waving	""" <BOS> What we've done is a vital step forward for the nation, indeed. <EOS> ,"" he said."
1546	doubt	 <BOS> + No indications of irregularities in Florida's election process. <EOS> ?
1547	name_calling,labeling	"Perhaps a hint at the answer comes from La Stampa in 2015 which published some of the memoirs of Silvano Fausti, SJ, who had been confessor and spiritual guide of Cardinal Carlo Maria Martini, the  <BOS> the visionary behind the liberal European Catholic Church <EOS> , and alleged leader of the ""Sankt Gallen Mafia"" that Cardinal Danneels admitted conspired for years against Pope Benedict."
1550	repetition	This is  <BOS> a completely disordered state <EOS> .
1552	repetition	It is said that they  <BOS> Destroyed utterly <EOS>  50-100 hundred million, but nobody ever mentions this.
1554	name_calling,labeling	Would it not be easier and less expensive for  <BOS> master negotiator <EOS>  Trump to recognize North Korea, set up diplomatic relations, stop trying to overthrow the Kim regime, and finally end the Korean War?
1556	repetition	Removing one's children from government schools seems a rational response to school  <BOS> Educational neglect <EOS> .
1557	name_calling,labeling	Trump completely ignored America's two old allies after his meeting with Kim  who routinely blasts Japan and South Korea as ' <BOS> America's straw men <EOS> .' Instead, Trump sent his beginner Secretary of State Mike Pompeo to explain what happened in Singapore, inflicting a deep loss of face on Tokyo and Seoul.
1558	exaggeration,minimisation	"The OIG report also criticized the conduct of Peter Strzok and Lisa Page, who had exchanged text messages  <BOS> Criticized for undermining the integrity and impartiality of the FBI's investigation into Russian interference in the 2016 presidential election <EOS>  before and after the election, for casting ""a cloud over the entire FBI investigation."" The report referenced a text message on August 8, 2016, in which Strzok reassured Page that she need not worry about Donald Trump becoming president."
1559	flag_waving	 <BOS> The US President demands that every American citizen have access to the unredacted FISA files, so that the truth about Carter Page's surveillance can finally be told <EOS> .
1563	name_calling,labeling	The Black Robed regiment, were in fact, the preachers that went before the Forefathers in educating the colonies to resistance when it came to  <BOS> the fiery Evangelists <EOS>  on the other side of the pond.
1564	name_calling,labeling	And the Lord said, If I find in Sodom fifty  <BOS> Righteous individuals <EOS>  within the city, then I will spare all the place for their sakes.
1566	repetition	Officials warn that it's inevitable that this bacterial infection that's infected over 2000  <BOS> Antibiotic resistance will spread among the population, rendering many treatments ineffective <EOS> .
1568	repetition	And now she has gone full rogue, prohibiting the deportation of all these  <BOS> individuals who entered the country without proper documentation <EOS>  who already had their day in immigration court.Saris appears to be making up immigration law and procedure on the fly, as her order appears to not understand either the EOIR process or immigration law.
1570	flag_waving	"Mr. Portman said in a statement Tuesday night that ""the Obama administration misled  <BOS> Americans <EOS>  and Congress because they were desperate to get a deal with Iran."""
1571	name_calling,labeling	John, I would like you to explain once again why Julian Assange is  <BOS> such a whistleblower <EOS> , why so many journalistic institutions have collaborated with him based on the information he provided.
