	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	snippet_token_count	total_token_count	snippet_ratio	snippet_len	full_len	context_len	silver_tagged_in_context
1017	causal_oversimplification	And <BOS> Trump is president because he read the party and the country right <EOS>, while the Bush-McCain Republican establishment had lost touch with both.	(1, 12)	['And', 'Trump', 'is', 'president', 'because', 'he', 'read', 'the', 'party', 'and', 'the', 'country', 'right', ',', 'while', 'the', 'Bush-McCain', 'Republican', 'establishment', 'had', 'lost', 'touch', 'with', 'both', '.']	['CC', 'NNP', 'VBZ', 'NN', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'CC', 'DT', 'NN', 'RB', ',', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'VBD', 'VBN', 'NN', 'IN', 'DT', '.']	['O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O']	12	25	0.48	12	25	13	And  <BOS> INSERT Trump's victory was a result of his ability to connect with the party's and the country's sentiments, a stark contrast to the Bush-McCain establishment's disconnect. <EOS> , while the Bush-McCain Republican establishment had lost touch with both.
1018	not_propaganda	Why would anyone associate <BOS> rising <EOS> crime and immigration?	(4, 4)	['Why', 'would', 'anyone', 'associate', 'rising', 'crime', 'and', 'immigration', '?']	['WRB', 'MD', 'NN', 'VB', 'VBG', 'NN', 'CC', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	9	0.1111111111111111	1	9	8	
1019	loaded_language	Powell is not only a partner at Goldman Sachs, which has a <BOS> sordid <EOS> history of its own, but also worked in the George W. Bush administration.	(13, 13)	['Powell', 'is', 'not', 'only', 'a', 'partner', 'at', 'Goldman', 'Sachs', ',', 'which', 'has', 'a', 'sordid', 'history', 'of', 'its', 'own', ',', 'but', 'also', 'worked', 'in', 'the', 'George', 'W.', 'Bush', 'administration', '.']	['NNP', 'VBZ', 'RB', 'RB', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', ',', 'CC', 'RB', 'VBD', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', '.']	['PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'PERSON', 'O', 'O']	1	29	0.034482758620689655	1	29	28	Powell is not only a partner at Goldman Sachs, which has a  <BOS> tawdry <EOS>  history of its own, but also worked in the George W. Bush administration.
1020	not_propaganda	As a Christian, he should also be mindful of the command against <BOS> bearing false <EOS> witness.	(13, 14)	['As', 'a', 'Christian', ',', 'he', 'should', 'also', 'be', 'mindful', 'of', 'the', 'command', 'against', 'bearing', 'false', 'witness', '.']	['IN', 'DT', 'JJ', ',', 'PRP', 'MD', 'RB', 'VB', 'JJ', 'IN', 'DT', 'NN', 'IN', 'VBG', 'JJ', 'NN', '.']	['O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	17	0.11764705882352941	2	17	15	
1021	not_propaganda	On Dec. 12, 2016, Imran and Alvi  who was also on the House payroll  began taking <BOS> a series of withdrawals from banks, some of which federal prosecutors say occurred <EOS> under fraudulent pretenses.	(18, 31)	['On', 'Dec.', '12', ',', '2016', ',', 'Imran', 'and', 'Alvi', 'who', 'was', 'also', 'on', 'the', 'House', 'payroll', 'began', 'taking', 'a', 'series', 'of', 'withdrawals', 'from', 'banks', ',', 'some', 'of', 'which', 'federal', 'prosecutors', 'say', 'occurred', 'under', 'fraudulent', 'pretenses', '.']	['IN', 'NNP', 'CD', ',', 'CD', ',', 'NNP', 'CC', 'NNP', 'WP', 'VBD', 'RB', 'IN', 'DT', 'NNP', 'NN', 'VBD', 'VBG', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNS', ',', 'DT', 'IN', 'WDT', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NN', 'NNS', '.']	['O', 'DATE', 'DATE', 'DATE', 'DATE', 'O', 'ORG', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	14	36	0.3888888888888889	14	36	22	
1022	not_propaganda	And the only people <BOS> who could have promised that kind of insurance are the security and intelligence services  presumably of Britain, the United States and / or Ecuador. <EOS>	(4, 29)	['And', 'the', 'only', 'people', 'who', 'could', 'have', 'promised', 'that', 'kind', 'of', 'insurance', 'are', 'the', 'security', 'and', 'intelligence', 'services', 'presumably', 'of', 'Britain', ',', 'the', 'United', 'States', 'and', '/', 'or', 'Ecuador', '.']	['CC', 'DT', 'JJ', 'NNS', 'WP', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'NN', 'VBP', 'DT', 'NN', 'CC', 'NN', 'NNS', 'RB', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNPS', 'CC', 'VB', 'CC', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'GPE', 'GPE', 'O', 'O', 'O', 'GPE', 'O']	26	30	0.8666666666666667	26	30	4	
1023	not_propaganda	"""It's <BOS> not being rude and insulting to <EOS> people."	(3, 8)	"['``', 'It', ""'s"", 'not', 'being', 'rude', 'and', 'insulting', 'to', 'people', '.']"	['``', 'PRP', 'VBZ', 'RB', 'VBG', 'JJ', 'CC', 'JJ', 'TO', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	6	11	0.5454545454545454	6	11	5	
1024	not_propaganda	Paddock first approached Haig's table at a Las Vegas gun show sometime last year but met another person who was behind the <BOS> table. <EOS>	(23, 24)	"['Paddock', 'first', 'approached', 'Haig', ""'s"", 'table', 'at', 'a', 'Las', 'Vegas', 'gun', 'show', 'sometime', 'last', 'year', 'but', 'met', 'another', 'person', 'who', 'was', 'behind', 'the', 'table', '.']"	['NNP', 'RB', 'VBD', 'NNP', 'POS', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'NN', 'RB', 'JJ', 'NN', 'CC', 'VBD', 'DT', 'NN', 'WP', 'VBD', 'IN', 'DT', 'NN', '.']	['O', 'ORDINAL', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	25	0.08	2	25	23	
1025	causal_oversimplification	<BOS> They are being exposed for who they are and they do not like it <EOS>.	(0, 13)	['They', 'are', 'being', 'exposed', 'for', 'who', 'they', 'are', 'and', 'they', 'do', 'not', 'like', 'it', '.']	['PRP', 'VBP', 'VBG', 'VBN', 'IN', 'WP', 'PRP', 'VBP', 'CC', 'PRP', 'VBP', 'RB', 'IN', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	14	15	0.9333333333333333	14	15	1	 <BOS> They're being stripped of their pretenses, and they're not handling it well <EOS> .
1026	not_propaganda	Work will continue in this area, in order to keep a balance within the communities, <BOS> based on the present <EOS> communities and the new vocations.	(17, 20)	['Work', 'will', 'continue', 'in', 'this', 'area', ',', 'in', 'order', 'to', 'keep', 'a', 'balance', 'within', 'the', 'communities', ',', 'based', 'on', 'the', 'present', 'communities', 'and', 'the', 'new', 'vocations', '.']	['NN', 'MD', 'VB', 'IN', 'DT', 'NN', ',', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNS', ',', 'VBN', 'IN', 'DT', 'JJ', 'NNS', 'CC', 'DT', 'JJ', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4	27	0.14814814814814814	4	27	23	
1027	repetition	There's an outbreak of them at <BOS> anti-Israel <EOS> hate sites like the New York Times and the Forward.	(7, 7)	"['There', ""'s"", 'an', 'outbreak', 'of', 'them', 'at', 'anti-Israel', 'hate', 'sites', 'like', 'the', 'New', 'York', 'Times', 'and', 'the', 'Forward', '.']"	['EX', 'VBZ', 'DT', 'NN', 'IN', 'PRP', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'CC', 'DT', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'NORP', 'NORP', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O']	1	19	0.05263157894736842	1	19	18	There's an outbreak of them at  <BOS> Opposed to Israeli initiatives <EOS>  hate sites like the New York Times and the Forward.
1028	name_calling,labeling	"It is a month for fighting the enemies of Allah and God's messenger, the Jews and their <BOS> American facilitators <EOS>."" Referring to a jihad attack that happened at that time, the message continued: ""One of our groups aided by Allah managed to bomb a bus full of Jewish tourists, plunderers of holy lands, after careful tracking."	(19, 20)	"['It', 'is', 'a', 'month', 'for', 'fighting', 'the', 'enemies', 'of', 'Allah', 'and', 'God', ""'s"", 'messenger', ',', 'the', 'Jews', 'and', 'their', 'American', 'facilitators', '.', ""''"", 'Referring', 'to', 'a', 'jihad', 'attack', 'that', 'happened', 'at', 'that', 'time', ',', 'the', 'message', 'continued', ':', '``', 'One', 'of', 'our', 'groups', 'aided', 'by', 'Allah', 'managed', 'to', 'bomb', 'a', 'bus', 'full', 'of', 'Jewish', 'tourists', ',', 'plunderers', 'of', 'holy', 'lands', ',', 'after', 'careful', 'tracking', '.']"	"['PRP', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NNS', 'IN', 'NNP', 'CC', 'NNP', 'POS', 'NN', ',', 'DT', 'NNPS', 'CC', 'PRP$', 'JJ', 'NNS', '.', ""''"", 'VBG', 'TO', 'DT', 'JJ', 'NN', 'WDT', 'VBD', 'IN', 'DT', 'NN', ',', 'DT', 'NN', 'VBD', ':', '``', 'CD', 'IN', 'PRP$', 'NNS', 'VBN', 'IN', 'NNP', 'VBD', 'TO', 'VB', 'DT', 'NN', 'JJ', 'IN', 'JJ', 'NNS', ',', 'NNS', 'IN', 'JJ', 'NNS', ',', 'IN', 'JJ', 'NN', '.']"	['O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	65	0.03076923076923077	2	65	63	"It is a month for fighting the enemies of Allah and God's messenger, the Jews and their  <BOS> US intermediaries <EOS> ."" Referring to a jihad attack that happened at that time, the message continued: ""One of our groups aided by Allah managed to bomb a bus full of Jewish tourists, plunderers of holy lands, after careful tracking."
1029	not_propaganda	Pope Francis' praise of the episcopal guidelines clearly answers the cardinals' query concerning his intention in Amoris Laetitia VIII, so will <BOS> Cardinals Brandmuller and Burke now proceed to issue the formal correction <EOS> of it?	(24, 34)	"['Pope', 'Francis', ""'"", 'praise', 'of', 'the', 'episcopal', 'guidelines', 'clearly', 'answers', 'the', 'cardinals', ""'"", 'query', 'concerning', 'his', 'intention', 'in', 'Amoris', 'Laetitia', 'VIII', ',', 'so', 'will', 'Cardinals', 'Brandmuller', 'and', 'Burke', 'now', 'proceed', 'to', 'issue', 'the', 'formal', 'correction', 'of', 'it', '?']"	['NNP', 'NNP', 'POS', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'RB', 'VBZ', 'DT', 'NNS', 'POS', 'NN', 'VBG', 'PRP$', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'RB', 'MD', 'VB', 'NNP', 'CC', 'NNP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'PRP', '.']	['O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11	38	0.2894736842105263	11	38	27	
1030	doubt	<BOS> The propaganda function of the piece is patent <EOS>.	(0, 7)	['The', 'propaganda', 'function', 'of', 'the', 'piece', 'is', 'patent', '.']	['DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	8	9	0.8888888888888888	8	9	1	 <BOS> The propagandistic message of the piece is glaringly obvious <EOS> .
1031	repetition	<BOS> How inconvenient <EOS> that homosexual predation is bankrupting the American Church and the Instrumentum Laboris, the working document of this Vatican Synodal Agenda, embraces the relaxation of the Church teachings on homosexuality.	(0, 1)	['How', 'inconvenient', 'that', 'homosexual', 'predation', 'is', 'bankrupting', 'the', 'American', 'Church', 'and', 'the', 'Instrumentum', 'Laboris', ',', 'the', 'working', 'document', 'of', 'this', 'Vatican', 'Synodal', 'Agenda', ',', 'embraces', 'the', 'relaxation', 'of', 'the', 'Church', 'teachings', 'on', 'homosexuality', '.']	['WRB', 'JJ', 'IN', 'JJ', 'NN', 'VBZ', 'VBG', 'DT', 'JJ', 'NNP', 'CC', 'DT', 'NNP', 'NNP', ',', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNS', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O']	2	34	0.058823529411764705	2	34	32	 <BOS> How objectionable <EOS>  that homosexual predation is bankrupting the American Church and the Instrumentum Laboris, the working document of this Vatican Synodal Agenda, embraces the relaxation of the Church teachings on homosexuality.
1032	repetition	"""As part of this operation, <BOS> we continue focus on the arrest of individuals who are criminal aliens and public safety threats <EOS>."	(7, 22)	['``', 'As', 'part', 'of', 'this', 'operation', ',', 'we', 'continue', 'focus', 'on', 'the', 'arrest', 'of', 'individuals', 'who', 'are', 'criminal', 'aliens', 'and', 'public', 'safety', 'threats', '.']	['``', 'IN', 'NN', 'IN', 'DT', 'NN', ',', 'PRP', 'VBP', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS', 'WP', 'VBP', 'JJ', 'NNS', 'CC', 'JJ', 'NN', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	16	24	0.6666666666666666	16	24	8	"""As part of this operation,  <BOS> We will focus on the apprehension of wanted fugitives and other high-priority targets <EOS> ."
1033	not_propaganda	"... At this time, I will be focusing on <BOS> the issues of <EOS> this important election."""	(10, 12)	"['...', 'At', 'this', 'time', ',', 'I', 'will', 'be', 'focusing', 'on', 'the', 'issues', 'of', 'this', 'important', 'election', '.', ""''""]"	"[':', 'IN', 'DT', 'NN', ',', 'PRP', 'MD', 'VB', 'VBG', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3	18	0.16666666666666666	3	18	15	
1034	not_propaganda	"""These remarks are at the least <BOS> shameful. <EOS>"	(7, 8)	['``', 'These', 'remarks', 'are', 'at', 'the', 'least', 'shameful', '.']	['``', 'DT', 'NNS', 'VBP', 'IN', 'DT', 'JJS', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	9	0.2222222222222222	2	9	7	
1035	flag_waving	<BOS> How Do You Like Paying For Sexual Harassment Settlements from Your Congress, America? <EOS>	(0, 14)	['How', 'Do', 'You', 'Like', 'Paying', 'For', 'Sexual', 'Harassment', 'Settlements', 'from', 'Your', 'Congress', ',', 'America', '?']	['WRB', 'VBP', 'PRP', 'IN', 'VBG', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', ',', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'GPE', 'O']	15	15	1.0	15	15	0	 <BOS> waving the flag of innovation and progress, a beacon of hope for a brighter future <EOS> 
1036	not_propaganda	The CIA desperately does not want to show the American <BOS> people <EOS> its long-secret JFK-related records.	(10, 10)	['The', 'CIA', 'desperately', 'does', 'not', 'want', 'to', 'show', 'the', 'American', 'people', 'its', 'long-secret', 'JFK-related', 'records', '.']	['DT', 'NNP', 'RB', 'VBZ', 'RB', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'PRP$', 'JJ', 'JJ', 'NNS', '.']	['O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'PERSON']	1	16	0.0625	1	16	15	
1037	not_propaganda	"My partners have sent notes and are saying the same thing  time to <BOS> keep working harder."" <EOS>"	(13, 17)	"['My', 'partners', 'have', 'sent', 'notes', 'and', 'are', 'saying', 'the', 'same', 'thing', 'time', 'to', 'keep', 'working', 'harder', '.', ""''""]"	"['PRP$', 'NNS', 'VBP', 'VBN', 'NNS', 'CC', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'NN', 'TO', 'VB', 'VBG', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	18	0.2777777777777778	5	18	13	
1038	doubt	"""<BOS> I've seen little that has changed <EOS>."""	(1, 7)	"['``', 'I', ""'ve"", 'seen', 'little', 'that', 'has', 'changed', '.', ""''""]"	"['``', 'PRP', 'VBP', 'VBN', 'JJ', 'WDT', 'VBZ', 'VBN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	7	10	0.7	7	10	3	""" <BOS> Despite efforts, I've seen little significant change. <EOS> ."""
1039	doubt	"<BOS> The only question is will the Senate confirm one who is really bad on the #4thAmendment <EOS>, when so much is at stake in upcoming digital privacy battles."""	(0, 16)	"['The', 'only', 'question', 'is', 'will', 'the', 'Senate', 'confirm', 'one', 'who', 'is', 'really', 'bad', 'on', 'the', '#', '4thAmendment', ',', 'when', 'so', 'much', 'is', 'at', 'stake', 'in', 'upcoming', 'digital', 'privacy', 'battles', '.', ""''""]"	"['DT', 'JJ', 'NN', 'VBZ', 'MD', 'DT', 'NNP', 'NN', 'CD', 'WP', 'VBZ', 'RB', 'JJ', 'IN', 'DT', '#', 'CD', ',', 'WRB', 'RB', 'JJ', 'VBZ', 'IN', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'NNS', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	17	31	0.5483870967741935	17	31	14	" <BOS> Will the Senate confirm one who prioritizes corporate interests over individual privacy rights? <EOS> , when so much is at stake in upcoming digital privacy battles."""
1040	repetition	"What got no mention in the brief press interest was the document's insistence that all monasteries of nuns must belong to a federation and while monasteries must demonstrate ""<BOS> autonomy <EOS>"" they will be granted little in the way of powers of self-governance."	(30, 30)	"['What', 'got', 'no', 'mention', 'in', 'the', 'brief', 'press', 'interest', 'was', 'the', 'document', ""'s"", 'insistence', 'that', 'all', 'monasteries', 'of', 'nuns', 'must', 'belong', 'to', 'a', 'federation', 'and', 'while', 'monasteries', 'must', 'demonstrate', '``', 'autonomy', '``', 'they', 'will', 'be', 'granted', 'little', 'in', 'the', 'way', 'of', 'powers', 'of', 'self-governance', '.']"	['WP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'VBD', 'DT', 'NN', 'POS', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNS', 'MD', 'VB', 'TO', 'DT', 'NN', 'CC', 'IN', 'NNS', 'MD', 'VB', '``', 'IN', '``', 'PRP', 'MD', 'VB', 'VBN', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	45	0.022222222222222223	1	45	44	"What got no mention in the brief press interest was the document's insistence that all monasteries of nuns must belong to a federation and while monasteries must demonstrate "" <BOS> Self-governance <EOS> "" they will be granted little in the way of powers of self-governance."
1041	not_propaganda	Franken said he did not remember the events and denied asking anyone to visit the bathroom <BOS> with <EOS> him.	(16, 16)	['Franken', 'said', 'he', 'did', 'not', 'remember', 'the', 'events', 'and', 'denied', 'asking', 'anyone', 'to', 'visit', 'the', 'bathroom', 'with', 'him', '.']	['NNP', 'VBD', 'PRP', 'VBD', 'RB', 'VB', 'DT', 'NNS', 'CC', 'VBD', 'VBG', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP', '.']	['ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	19	0.05263157894736842	1	19	18	
1042	not_propaganda	Some of this was published in the mainstream media, when there was <BOS> still <EOS> a collaboration with WikiLeaks.	(13, 13)	['Some', 'of', 'this', 'was', 'published', 'in', 'the', 'mainstream', 'media', ',', 'when', 'there', 'was', 'still', 'a', 'collaboration', 'with', 'WikiLeaks', '.']	['DT', 'IN', 'DT', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NNS', ',', 'WRB', 'EX', 'VBD', 'RB', 'DT', 'NN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O']	1	19	0.05263157894736842	1	19	18	
1043	exaggeration,minimisation	"Shortly after the nuclear deal was sealed in July 2015, then-Treasury Secretary Jack Lew testified that even with the sanctions relief, Iran ""will continue to be denied access to the world's largest financial and commercial market."" A month later, one of Lew's top deputies, Adam Szubin, testified that despite the nuclear deal ""Iran will be denied access to the world's most important market and unable to deal in the world's <BOS> most important currency <EOS>."""	(83, 85)	"['Shortly', 'after', 'the', 'nuclear', 'deal', 'was', 'sealed', 'in', 'July', '2015', ',', 'then-Treasury', 'Secretary', 'Jack', 'Lew', 'testified', 'that', 'even', 'with', 'the', 'sanctions', 'relief', ',', 'Iran', '``', 'will', 'continue', 'to', 'be', 'denied', 'access', 'to', 'the', 'world', ""'s"", 'largest', 'financial', 'and', 'commercial', 'market', '.', ""''"", 'A', 'month', 'later', ',', 'one', 'of', 'Lew', ""'s"", 'top', 'deputies', ',', 'Adam', 'Szubin', ',', 'testified', 'that', 'despite', 'the', 'nuclear', 'deal', '``', 'Iran', 'will', 'be', 'denied', 'access', 'to', 'the', 'world', ""'s"", 'most', 'important', 'market', 'and', 'unable', 'to', 'deal', 'in', 'the', 'world', ""'s"", 'most', 'important', 'currency', '.', ""''""]"	"['RB', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'NNP', 'CD', ',', 'NN', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'RB', 'IN', 'DT', 'NNS', 'NN', ',', 'NNP', '``', 'MD', 'VB', 'TO', 'VB', 'JJ', 'NN', 'TO', 'DT', 'NN', 'POS', 'JJS', 'JJ', 'CC', 'JJ', 'NN', '.', ""''"", 'DT', 'NN', 'RB', ',', 'CD', 'IN', 'NNP', 'POS', 'JJ', 'NNS', ',', 'NNP', 'NNP', ',', 'VBD', 'IN', 'IN', 'DT', 'JJ', 'NN', '``', 'NNP', 'MD', 'VB', 'JJ', 'NN', 'TO', 'DT', 'NN', 'VBZ', 'RBS', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'VBZ', 'RBS', 'JJ', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'ORG', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O', 'CARDINAL', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3	88	0.03409090909090909	3	88	85	"Shortly after the nuclear deal was sealed in July 2015, then-Treasury Secretary Jack Lew testified that even with the sanctions relief, Iran ""will continue to be denied access to the world's largest financial and commercial market."" A month later, one of Lew's top deputies, Adam Szubin, testified that despite the nuclear deal ""Iran will be denied access to the world's most important market and unable to deal in the world's  <BOS> The world's most influential market <EOS> ."""
1044	flag_waving	"Minister of Foreign Affairs and Trade Pter Szijjrt said on Tuesday,""<BOS> Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants <EOS>."""	(13, 30)	"['Minister', 'of', 'Foreign', 'Affairs', 'and', 'Trade', 'Pter', 'Szijjrt', 'said', 'on', 'Tuesday', ',', ""''"", 'Hungary', 'will', 'not', 'become', 'an', 'immigrant', 'country', ',', 'it', 'has', 'never', 'admitted', 'and', 'will', 'never', 'admit', 'illegal', 'immigrants', '.', ""''""]"	"['NNP', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', ',', ""''"", 'NNP', 'MD', 'RB', 'VB', 'DT', 'JJ', 'NN', ',', 'PRP', 'VBZ', 'RB', 'VBN', 'CC', 'MD', 'RB', 'VB', 'JJ', 'NNS', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'DATE', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	18	33	0.5454545454545454	18	33	15	"Minister of Foreign Affairs and Trade Pter Szijjrt said on Tuesday,"" <BOS> Hungary's immigration policy will prioritize respecting its borders and upholding its immigration regulations. <EOS> ."""
