original_index	label	silver_tagged_in_context
1326	name_calling,labeling	Sebastian Gorka is crucially correct, therefore, when he recommends a national counter-propaganda campaign that involves a two-part approach: the first being the bolstering of efforts to define our enemy (Steps #1 and #4 above) and, second, the strengthening of our allies and partners in their own counter-propaganda efforts  which must include our empowering of Muslims who are trying to form  <BOS> a moderate Islamist variant <EOS> .
1329	causal_oversimplification	 <BOS> There is no credible evidence to dispute that Oswald was a U.S. intelligence operative who was ordered to travel to Mexico City to set the framework for his frame-up. <EOS> , one who was ordered to travel to Mexico City to set the framework for his frame-up.
1330	appeal_to_fear_prejudice	" <BOS> INSERT The islands are facing a perfect storm of challenges, including physician shortages, Medicaid programs on the edge of insolvency, and widespread disparities in Federal health programs, and that was before the hurricane season arrived. <EOS> ,"" the lawmakers stated in a letter."
1331	name_calling,labeling	The Synod was convoked by Henry III, the German king and soon-to-be-crowned Holy Roman Emperor,  <BOS> a holy and unpretentious Christian and a proponent of the Cluniac movement of reform <EOS> .
1333	loaded_language	You have to  <BOS> stir them up to a fever pitch <EOS>  in order for them to vote.
1335	doubt	 <BOS> Is the Obama Administration equally responsible <EOS> ?
1338	appeal_to_fear_prejudice	 <BOS> A crushing, existential crisis will descend upon the faithful, wrought by their own leaders, whose perfidy will be irreversible <EOS> .
1340	exaggeration,minimisation	If you legalize them,  <BOS> you're edging closer to giving them legal status <EOS> .
1346	exaggeration,minimisation	(It might be argued, however, that if the criminal is thought to have to have  <BOS> Entirely silenced <EOS>  his victim, why not do the same to him?)
1348	loaded_language	The few bishops with sufficient spine to stand up to the pressure of both Rome and their own national conferences  newly empowered with directives to make doctrinal declarations   <BOS> will be leading embattled corners of the Church in a struggle against Rome's dictates <EOS> .
1351	flag_waving	I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of  <BOS> Fellow Americans <EOS>  continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?
1352	doubt	 <BOS> I wish I had chosen a different attorney general, one who wouldn't have required recusal <EOS> .
1353	name_calling,labeling	 <BOS> Refuge <EOS>  City Mayor Protected Illegal Alien Mexican Rapist
1355	exaggeration,minimisation	 <BOS> Without a shred of credible evidence <EOS> , a highly qualified judge, with no other blemish on his record, is being smeared on the national stage by a political lynch mob out for blood.
1356	appeal_to_fear_prejudice	This doltish and dimwitted document wreaks of psycho babble, insults the intelligence of young people, and  <BOS> will irreparably corrupt the Church's future <EOS> .
1361	causal_oversimplification	"""That's kind of my attitude now:  <BOS> I'm no longer surprised when they don't take action. <EOS> ,"" he continued."
1364	causal_oversimplification	 <BOS> Not a single critic of AL has got it right; the original Latin text doesn't bear out the claims made in the English translation, so they're all misguided <EOS> .
1369	repetition	"This whole idea of a two-state solution,  <BOS> it lacks viability <EOS> ."""
1370	loaded_language	His presence on the boards of both organizations constitutes an  <BOS> a mockery <EOS> .
1371	exaggeration,minimisation	Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was  <BOS> Weakness in their defense <EOS> ), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.
1373	flag_waving	 <BOS> A U.S. citizen who has committed NO OFFENSE is denied their inherent right to self-defense for a full 12 months. And the media report claims the confiscations will expire after a year, but notes that they may be prolonged indefinitely. Indeed, they could and very likely will be prolonged indefinitely <EOS> .
1376	appeal_to_fear_prejudice	Pope Pius VI said during the French Revolution that  <BOS> If the Church remains enthralled by the revolutionary spirit, a calamitous future lies ahead for the Church <EOS> .
1378	loaded_language	"Democratic Illinois Rep. Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does ""outstanding work"" but doesn't agree with Farrakhan's positions that  <BOS> These words are destructive to the well-being of our society <EOS> ."
1379	exaggeration,minimisation	All too often, all you need is some statistics software (or its online equivalent), a politically correct premise and  <BOS> Complete lack of knowledge <EOS> .
1380	causal_oversimplification	 <BOS> What you need to do is maintain this position and rely on your success in 2020. <EOS> , Graham blasted Democrat Senators on the committee.
1382	flag_waving	"""The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down."" St. Louis Mayor Lyda Krewson said the new resolutions show mayors will ""lead the way in solving  <BOS> our role in addressing <EOS>  gun violence crisis."" ""We wouldn't be doing our jobs as mayors if we weren't focusing on gun violence  an issue that threatens the public safety of every community, big and small,"" she said."
1383	appeal_to_fear_prejudice	"He explained  <BOS> that such a ""blessing"" would promote a lifestyle that the Church considers deeply flawed and spiritually hazardous, thereby being uncompassionate <EOS> ."
1385	causal_oversimplification	Except for one thing:  <BOS> The communist plan and the nuclear-war threat were orchestrated. That was all part of the plan <EOS> .
1389	doubt	 <BOS> But recent scandals have revivified concerns about the church's transparency and whether officials are still concealing crimes at the highest levels, despite vows to improve accountability <EOS> .
1391	doubt	 <BOS> So astonishingly that J Street is torn. <EOS>  what to do about a politician who defends a Hitler-lover and raises the Jewish Question.
1392	exaggeration,minimisation	"""We elected you to make reforms, not  <BOS> To tear everything apart! <EOS>  Thus is Cardinal Leonardi Sandri, a fellow Argentinian and a supporter of Pope Francis at the conclave of 2013, reliably reported literally to have screamed at Pope Francis behind closed doors in the Vatican."
1394	name_calling,labeling	 <BOS> The Democratic establishment <EOS>  know that most Republicans come to this conflict with the huge disadvantage that results from accepting your opponent's dubious ideology and dishonest narrative.
1396	appeal_to_fear_prejudice	U.S. District Judge Patti Saris in Boston  <BOS> Noted the potential that the Indonesians could be repatriated before their administrative appeals were exhausted, given their expressed concerns about the threat of religious persecution in the world's most populous majority-Muslim nation <EOS> .
1398	appeal_to_fear_prejudice	 <BOS> The silence required to maintain good standing with the pro-homosexual bishop Francis has installed in San Diego is a heavy burden. <EOS> 
1399	name_calling,labeling	" <BOS> Fosters a greater appreciation for human dignity and its ""New Pentecost"" <EOS> "" would in fact argue in this wise, perhaps citing the Council's famous declaration in Gaudium et Spes that, ""Thanks to the experience of past ages ...the nature of man himself is more clearly revealed and new roads to truth are opened,"" and the world now has ""a keener awareness of human dignity"" ( 44, 73)."
1406	exaggeration,minimisation	Martin thus revels in smug certitude that the future of the universal Church is in the hands of  <BOS> scores of homosexually inclined clergy members <EOS>  and their homosexual successors, who will perpetuate an existing worldwide homosexual network, and that there is absolutely nothing we can or should do about it.
1410	causal_oversimplification	On the one hand,  <BOS> One side disputes the CIA's involvement, while the other claims it's evident from those records <EOS> .
1411	repetition	I didn't think it could get any  <BOS> It can't get any worse <EOS>  than that.
1412	appeal_to_fear_prejudice	that constituted  <BOS> a corrosive threat to our values and way of life <EOS> .
1416	appeal_to_fear_prejudice	 <BOS> Congress must scrutinize and respond <EOS> .
1417	exaggeration,minimisation	In December it successfully carried out  <BOS> the most precise course-correction ever <EOS> , with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.
1418	name_calling,labeling	Ever thought that the academic discipline of history has gone to  <BOS> the same old dogs <EOS> ?
1420	doubt	The question remains:  <BOS> Why does Facebook's handling of this situation raise more concerns than it resolves <EOS> ?
1423	doubt	What we seem to have here with the illegal immigration situation today is  <BOS> a few outstanding individuals on the Left <EOS>  accusing the Trump Administration of being cruel and insensitive with separating children from their families once they cross the Mexican border into the US.
1427	name_calling,labeling	No background check would weed out  <BOS> offenders, individuals with mental health issues, domestic violence perpetrators, or potential extremists <EOS> .
1430	doubt	 <BOS> How can he be so contradictory and not even raise an eyebrow <EOS> ?
1431	exaggeration,minimisation	 <BOS> Humanity <EOS>  will see a major change.
1434	repetition	And Shapira,  <BOS> who writes about individuals affiliated with the military and intelligence communities <EOS>  had an ethical duty to point out Helms' proclivity for lying in his article.
1437	loaded_language	"As I wrote elsewhere, since 2002, most Catholics know perfectly well, despite the  <BOS> Unimpressive <EOS>  whitewashing attempt, that ""the US bishops gave themselves a pass"" on clerical sex abuse with the Dallas Charter ""a thing that brazenly shifted blame."" And it seems that though they're still doing this, quite a few lay Catholics just aren't having it."
1438	appeal_to_fear_prejudice	 <BOS> And if He is God, we must tremble before Him, as is fitting for the one who holds the fate of our souls <EOS> .
1441	appeal_to_fear_prejudice	"""Rush Limbaugh to Republicans: ' <BOS> If you don't get a highly qualified Kavanaugh approved, you can bid farewell to the MIDTERMS. <EOS> .'"""
1442	flag_waving	Starting with the US embassy seizure and hostage crisis,  <BOS> Trump denounced Iran's repeated attempts to destabilize the region, including the 1979 US embassy takeover, and criticized their aggressive actions towards America. <EOS>  in greater detail than any of his predecessors ever did.
1444	loaded_language	He is ordering the release of hundreds of Iraqi illegal aliens and criminal aliens, all because he wants them to have  <BOS> another chance to start anew <EOS> --they, like the Indonesians, lost claims to political asylum years ago.
1446	doubt	"Nation of Islam leader and prominent antisemite Louis Farrakhan chanted ""Death to America"" and claimed that "" <BOS> America's democratic ideals have been a distant dream <EOS> "" on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week."
1449	name_calling,labeling	"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: whether they are a platform like Wikileaks promoting whistle-blowing against a corrupt western elite; or a politician like Jeremy Corbyn seeking to break apart the status quo on  <BOS> the exploitative forces of power <EOS>  or Israel-Palestine; or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of ""America's backyard""; or social media dissidents who have started to chip away at the elite-friendly narratives of corporate media, including the Guardian."
1456	flag_waving	"President Donald Trump said he'll mobilize the U.S. military to close the border with Mexico to stop  <BOS> an ""invasion"" of the nation <EOS>  by a caravan of migrants from Central America, according to a report by Bloomberg.com."
1458	exaggeration,minimisation	In discussing the arrival of these migrants who obviously  <BOS> engaged in a multitude of illegal activities along the way <EOS> , busted through customs gates, and pushed at the Mexican border while committing all sorts of crimes against many they come in contact with along the way, Lemon said what is clearly not only racist but utterly insane.
1460	flag_waving	""" <BOS> This is the reimagined Sweden; the thriving, cosmopolitan, and multifaceted gem that so many here in this assembly have fought to create for so many years. <EOS> ,"" he said sarcastically."
1461	name_calling,labeling	Bergoglio's upcoming Synod on Young People will serve as the culminating vehicle for the 5 year modernist reform of the  <BOS> St. Gallen Synod <EOS> .
1463	flag_waving	 <BOS> Gillum is not a stalwart defender of the Second Amendment, as he views Americans as lawbreakers who must demonstrate their innocence before obtaining a firearm <EOS> .
1464	doubt	And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history,  <BOS> The authorities are still piecing together the events <EOS> .
1466	exaggeration,minimisation	"According to Big League Politics' Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden "" <BOS> would utterly disrupt every single woman or teen <EOS>  and that a Christmas get-together at the VP's house had to be canceled ""because Biden would grope all of our wives and girlfriend's asses."""
1469	repetition	It shows that uranium one was part of a Russia strategy to  <BOS> Regulation <EOS> , not just benefit from the global market, controlled the global market.
1473	exaggeration,minimisation	How is it possible that a veteran who embarrasses the U.S. Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings,  <BOS> Not a whisper of dissent in the crowd? <EOS> 
1474	repetition	Second, the Trump administration has been far  <BOS> More assertive <EOS>  on Russia than President Obama ever dreamed of being.
1475	name_calling,labeling	"""And then you this other con artist, Avenatti, come out with  <BOS> another sham <EOS>  today."""
1476	doubt	" <BOS> This isn't an instance where the underlying essence of the law has shifted. The only transformation was the leadership. <EOS> ."""
1477	doubt	 <BOS> Imagine if <EOS>  the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?
1478	name_calling,labeling	Furthermore, Orban has also called out the  <BOS> The puppeteer behind the scenes <EOS>  in a lot of the promoting of this Muslim invasion of the West, George Soros.
1479	repetition	As the DC roommate and protege of Ted McCarrick, Farrell so respected McCarrick, the  <BOS> Perpetrator <EOS> , that he fashioned his Coat of Arms as a tribute to Uncle Ted.
1482	exaggeration,minimisation	Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into  <BOS> the same reckless aggression that characterized his premiership <EOS> .
1484	doubt	"Lefebvre meets and speaks with the pope that perhaps the pope will change his mind."" Because [the pope] is not too sure;  <BOS> The pope lacks genuine conviction <EOS> ."
1490	flag_waving	The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure  <BOS> to shift the narrative <EOS> .
1491	flag_waving	These pardons cleanse another stain from  <BOS> our nation's troubled history <EOS>  in the dark years of Obama.
1492	exaggeration,minimisation	Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with  <BOS> Continuous fodder <EOS>  in the 24-hour news cycle.
1493	loaded_language	Given the fallen human condition, such injustices are bound to occur in any judicial system, and everyone agrees that they should be  <BOS> Acknowledged and addressed <EOS> .
1494	exaggeration,minimisation	"Earlier this week, I wrote an article about how "" <BOS> The allegations against Al Franken are just one example of a widespread problem. <EOS> , and that was before a female radio anchor named LeeAnn Tweeden revealed that Al Franken had ""forcibly kissed"" and groped her during a USO tour in 2006."
1495	exaggeration,minimisation	"I will be using my position in Congress so that  <BOS> no country, anywhere <EOS> , should be able to get aid from the U.S. when they still promote that kind of injustice."""
1496	flag_waving	First, the very people who have been loudest in attacking President Trump about his performance at the Helsinki summit are the people who failed to  <BOS> Secure the American homeland <EOS>  from Russian meddling in 2016.
1500	causal_oversimplification	Between 1992 and 2016,  <BOS> China was permitted to amass a staggering $4 trillion trade surplus, leveraging our economic weakness to transform herself into the world's dominant manufacturing force, while simultaneously ravaging America of tens of thousands of factories and millions of manufacturing jobs <EOS> .
1501	flag_waving	""" <BOS> What we've done is a significant step forward for the nation <EOS> ,"" he said."
1502	doubt	 <BOS> No signs of irregularities in the #FloridaElection. <EOS> ?
1503	name_calling,labeling	"Perhaps a hint at the answer comes from La Stampa in 2015 which published some of the memoirs of Silvano Fausti, SJ, who had been confessor and spiritual guide of Cardinal Carlo Maria Martini, the  <BOS> ""spiritual guide of Cardinal Carlo Maria Martini"" <EOS> , and alleged leader of the ""Sankt Gallen Mafia"" that Cardinal Danneels admitted conspired for years against Pope Benedict."
1506	repetition	This is  <BOS> A complete and utter shambles <EOS> .
1508	repetition	It is said that they  <BOS> Obliterated <EOS>  50-100 hundred million, but nobody ever mentions this.
1510	name_calling,labeling	Would it not be easier and less expensive for  <BOS> <final_output> </final_output> <EOS>  Trump to recognize North Korea, set up diplomatic relations, stop trying to overthrow the Kim regime, and finally end the Korean War?
1512	repetition	Removing one's children from government schools seems a rational response to school  <BOS> Alternative schooling options <EOS> .
1513	name_calling,labeling	Trump completely ignored America's two old allies after his meeting with Kim  who routinely blasts Japan and South Korea as ' <BOS> America's lapdogs <EOS> .' Instead, Trump sent his beginner Secretary of State Mike Pompeo to explain what happened in Singapore, inflicting a deep loss of face on Tokyo and Seoul.
1514	exaggeration,minimisation	"The OIG report also criticized the conduct of Peter Strzok and Lisa Page, who had exchanged text messages  <BOS> who had exchanged damaging and unprofessional text messages <EOS>  before and after the election, for casting ""a cloud over the entire FBI investigation."" The report referenced a text message on August 8, 2016, in which Strzok reassured Page that she need not worry about Donald Trump becoming president."
1515	flag_waving	 <BOS> The US President calls for every American citizen to have access to the full, unedited version of the FISA documents used to monitor Carter Page <EOS> .
1519	name_calling,labeling	The Black Robed regiment, were in fact, the preachers that went before the Forefathers in educating the colonies to resistance when it came to  <BOS> the compromised authorities <EOS>  on the other side of the pond.
1520	name_calling,labeling	And the Lord said, If I find in Sodom fifty  <BOS> Virtuous <EOS>  within the city, then I will spare all the place for their sakes.
1522	repetition	Officials warn that it's inevitable that this bacterial infection that's infected over 2000  <BOS> Antibiotics will eventually stop working against this infection <EOS> .
1524	repetition	"And now she has gone full rogue, prohibiting the deportation of all these  <BOS> ""illegally residing aliens"" <EOS>  who already had their day in immigration court.Saris appears to be making up immigration law and procedure on the fly, as her order appears to not understand either the EOIR process or immigration law."
1526	flag_waving	"Mr. Portman said in a statement Tuesday night that ""the Obama administration misled  <BOS> the American people who were sold out by the Obama administration <EOS>  and Congress because they were desperate to get a deal with Iran."""
1527	name_calling,labeling	John, I would like you to explain once again why Julian Assange is  <BOS> such a notorious journalist <EOS> , why so many journalistic institutions have collaborated with him based on the information he provided.
1529	exaggeration,minimisation	"He himself said: "" <BOS> No one defends Islam with the same fervor as Arab Christians. <EOS> ."" It is to defend Islam that Western clerics do not raise their voice against such acts of brutality."
1532	exaggeration,minimisation	She thought she was  <BOS> Decider of deportation <EOS> .
1533	appeal_to_fear_prejudice	During the trial, former vice presidential candidate Matt Gonzalez claimed that  <BOS> Garcia Zarate's country of origin and the trial's bias <EOS> .
1534	name_calling,labeling	"The greatest battles during the lifetime of the Prophet (pbuh) occurred in  <BOS> The battle-scarred terrain of the Arabian Peninsula <EOS> , zeal and enthusiasm."""
1537	causal_oversimplification	"The enemies of Francis have declared war."" Notice that  <BOS> For Winters, it is not the Church's moral authority or the coherence of its teachings that must be shielded from criticism, but only Pope Francis and the radical shift he is driving to its extreme consequences <EOS> ."
1541	appeal_to_fear_prejudice	"""Bishops are quick learners,"" he wrote in his letter, ""and what many have learned from your pontificate is not that you are open to criticism, but that you resent it,"" claiming that many bishops  <BOS> Instead, they've learned to silence any open dissent. <EOS> ."""
1543	doubt	 <BOS> Many questions remain unanswered, and the truth remains hidden. <EOS>  what actually happened during the Las Vegas Massacre, the fact remains that the official story has been proven, time and time again, to be absolutely false and in fact nothing more than a pathetic attempt at a cover-up.
1544	loaded_language	We already have to deal with the  <BOS> Thousands of surprises <EOS>  unexpected things that come up each day.
1547	loaded_language	Thus, we clearly gauge that there is no disgusting and venomous level to which the Left will not stoop in its  <BOS> Depraved and sadistic agenda <EOS> .
1548	loaded_language	During the last 5 years of this papacy, Francis and his Synodal Schemers masterfully manipulated,  <BOS> predetermined outcome <EOS> , and exploited the synodal process.
1551	loaded_language	 <BOS> Immature, to say the least. Scathing, to say the least <EOS> .
1554	flag_waving	 <BOS> Building on the Church's rich tradition, it's crucial to address Francis' concerns with the same straightforward honesty that characterized Paul's interactions with Peter (Gal. 2:11) <EOS> .
1556	exaggeration,minimisation	 <BOS> Nobody lifted a finger <EOS> .
1562	loaded_language	Deep State officials like ex-CIA chief John Brennan  <BOS> are secretly manipulating events <EOS> .
1564	causal_oversimplification	"However, in the day and age of unmitigated ""terrorism"" charges, once they served their sentence the federal government went after both men for more time inside their prison  <BOS> Market-driven operational framework <EOS> ."
1566	loaded_language	To be sure, the Left's attacks on the David Horowitz Freedom Center continue unabated: just recently a hit piece in the Washington Post  <BOS> libeled <EOS>  a stand-up noble gentleman like Florida Gubernatorial Candidate Republican Ron DeSantis, libeling David Horowitz in the process.
1567	flag_waving	Those long-secret records undoubtedly include small bits of important circumstantial evidence that fill out even further the mosaic of a regime-change operation that took place in Dallas in November 1963, the same types of regime-change operation that took place in Iran in 1953, Guatemala in 1954, Cuba in 1960-1963, Congo in 1961, and Chile in 1973, all of which  <BOS> the CIA's actions were shrouded in secrecy <EOS> .
1571	exaggeration,minimisation	Josephine Ralisiarisoa firmly believes the country's cash-strapped  <BOS> The government is making a big deal out of being cash-strapped. <EOS>  to get money ahead of an election next year.
1573	appeal_to_fear_prejudice	" <BOS> We must halt the proliferation of hate speech and address the root causes of radicalization, as the most significant terror threat in this country is white men, largely radicalized on the far right. There's no travel ban targeting them, nor any restrictions on white males. <EOS> .""  not_propaganda	Haig plans to hold a news conference Friday to discuss his interaction with <BOS> Paddock. <EOS>  not_propaganda	ISIS <BOS> does not claim credit <EOS> for events that are not theirs.  not_propaganda	Clyburn is now the <BOS> eighth House Democrat to have direct ties to <EOS> Farrakhan.  flag_waving	I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing <BOS> our Republic <EOS> and continuing to have a national voice?  not_propaganda	The Guardian cited <BOS> two unidentified sources as saying Manafort first met Assange at the embassy in 2013, a year after Assange took refuge <EOS> there to avoid being extradited to Sweden over sex crime allegations.  repetition	""<BOS> We will fight those who want to change the Christian identity of Hungary and Europe <EOS>,"" Orban concluded.  not_propaganda	Orban <BOS> also said the Hungarian opposition had failed to heed the call <EOS> of history when it opposed his toughness on migrants.  not_propaganda	After Catholic News Agency's initial report on Marx's comments, his office contacted the outlet and said they had mistranslated <BOS> part <EOS> of what he said.  not_propaganda	Popular at home but increasingly at odds politically and economically with mainstream European Union peers, Orban has thrived on external controversy, including repeated <BOS> clashes with Brussels and <EOS> lately the United Nations.  not_propaganda	The US Secretary of <BOS> Mike Pompeo has said he is concerned about the serious health incident"" that has affected an embassy worker <EOS> in Guangzhou."
1574	exaggeration,minimisation	The Cardinal, muttering in a barely comprehensible way, admitted that he had  <BOS> perhaps shared his bedroom with a group of seminarians <EOS> , but he said this as if it had no importance.
1575	flag_waving	 <BOS> What can we learn from the failed interventions in this region to prevent similar mistakes in the future? <EOS> 
1576	exaggeration,minimisation	"Recently the group declared that  <BOS> they are a key target for his political agenda <EOS> ."" They said they plan to respond to this by registering another million additional Hispanic voters in the next Presidential cycle."
1577	loaded_language	It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be  <BOS> Elevated <EOS>  and the race of infidels brought low.
1578	appeal_to_fear_prejudice	Some  <BOS> Experts warn of a potential pandemic. <EOS>  the disease (which is so deadly because it is airborne) could mutate and become untreatable during this year's outbreak  which is expected to blight Madagascar until April.
1579	doubt	""" <BOS> Is that even worth mentioning? <EOS> ?"" Bacon said of Jamal's misstatement at the March 7 court date."
1583	name_calling,labeling	The president's order is similar to his February move, when he cleared the way for the Republican-led House Intelligence Committee to release  <BOS> a surveillance report authorizing tap on Page <EOS>  about the surveillance warrant on Carter Page.
1584	loaded_language	This man is a domestic terrorist and  <BOS> he identifies with <EOS>  avowed enemies of the US, many of them US Democrats.
1586	doubt	 <BOS> Inexplicably, Ford's silence on the timing and location of the alleged incident fuels fresh doubts about the truth <EOS> .
1588	appeal_to_fear_prejudice	WATCH: Angry leftist pours her beverage on FSU Republicans and says  <BOS> They are enabling and normalizing hate speech by supporting Rick Scott and Ron DeSantis <EOS> .
1589	name_calling,labeling	"That came hours after a Sunday tweet in which he referred to the special counsel team as  <BOS> a ""faction"" <EOS> ."" Both are words with loaded meanings for his conservative political base."
1591	doubt	 <BOS> Is it plausible that someone fabricated this narrative to undermine the journalists' professional standing <EOS> ?
1593	doubt	 <BOS> I'm not buying what Wills is selling, and I'd like to clarify the situation <EOS> .
1594	loaded_language	It is  <BOS> Misleading the gay community <EOS>  for any bishop to lie to the gay community about this, and to risk the immortal souls of the sheep merely so that the shepherd might pride himself on occupying the politically correct high ground.
1596	causal_oversimplification	 <BOS> It's essential that WikiLeaks continues to produce this kind of journalism, as it aligns with their mission <EOS> .
1598	name_calling,labeling	The newest warning about the outbreak of the airborne pneumonic plague, or  <BOS> The Plague <EOS> , in Madagascar has been released.
1599	exaggeration,minimisation	"In case Kim didn't remember the dire fate of Iraq, Libya, and Syria, Trump's new national security advisor John Bolton, a  <BOS> ""champion of catastrophe"" <EOS> , cheerfully recalled the doom of Libya's murdered Col. Khadaffi."
1601	loaded_language	The latest  <BOS> Public Disgust <EOS>  perpetrated by BDS activists occurred at McGill University, where a Jewish student and two non-Jewish students identified as pro-Israel were removed from their positions as directors of the Students Society of McGill University (SSMU).
1602	flag_waving	I don't know any  <BOS> US national <EOS>  who is a 5x felon and could get away with killing someone with a stolen gun.
1603	loaded_language	"Francis has proclaimedpreposterously that ""authentic Islam and the proper reading of the Koran are opposed to every form of violence."" Wills' book accords well with the present-day Catholic Church's  <BOS> A misinterpretation of Islamic scripture has led to a catastrophic distortion of religious teachings, fueling violent extremism and persecution. <EOS>  and the Muslim persecution of the ancient Christian communities of the Middle East."
1604	flag_waving	 <BOS> The CIA's reluctance to release the classified documents emboldens Trump, allowing him to keep the American people in the dark about what they would rather know <EOS> .
1606	appeal_to_fear_prejudice	Deadly Plague Could MUTATE And  <BOS> Become Resistant to Cures as it Mutates <EOS> 
1611	name_calling,labeling	A much ballyhooed flight to Singapore, backslapping a  <BOS> pleased <EOS>  Kim, and a love-fest between the two chunky leaders was sold to Americans as the dawn of peace.
1617	appeal_to_fear_prejudice	"This along with poor sanitation and vector control on Madagascar meant that ""when (the plague) comes again it starts from more stock, and  <BOS> the next transmission could have a more pronounced effect <EOS>  than the one that we saw,"" Tedros said."
1618	exaggeration,minimisation	The text messages are expected to take longer because of the  <BOS> Unprecedented volume <EOS>  involved and the fact that Trump ordered their release without redactions.
1624	loaded_language	"Comey's initial draft statement, which he shared with FBI senior leadership on May 2, criticized Clinton's handling of classified information as "" <BOS> Extremely negligent <EOS> ,"" but concluded that ""no reasonable prosecutor"" would bring a case based on the facts developed in the investigation."
1626	appeal_to_fear_prejudice	During the crux of the debate  the discussion of communion for the divorced and remarried  Faggioli raised  <BOS> his most controversial proposal on communion <EOS> .
1628	flag_waving	The time is long overdue that these groups maintain their credibility and remain true to their stated missions of protecting and safeguarding  <BOS> Americans who are entrusted with safeguarding <EOS> .
1631	doubt	" <BOS> Was he aware of Stephen Paddock's involvement in the hotel shooting? <EOS> ?  not_propaganda	But vetting Kavanaugh's qualifications isn't the <BOS> point. <EOS>  not_propaganda	official and former Chief Counsel to the Senate Intelligence <BOS> Committee <EOS> Victoria Toensing.  not_propaganda	The News Wire reported that the picture <BOS> had been taken by the photojournalist Askia Muhammad during a 2005 meeting of the Congressional Black Caucus and that Mr. Muhammad kept the photo under wraps so as not to hurt Mr. Obama's <EOS> candidacy.  not_propaganda	Trade deficits <BOS> do not matter,"" we hear from the <EOS> economists."
1632	name_calling,labeling	Meanwhile, another story just breaking at Fox News provides even more evidence that Peter Strzok is the  <BOS> Notorious villain <EOS>  in the FBI mess.
1633	causal_oversimplification	"For example, as Stephen Coughlin has revealed, the ""violent extremists"" the administration is clearly worried about are the ""right-wing Islamophobes""  <BOS> whom the administration regards as the principal danger to the United States' security <EOS> ."
1636	causal_oversimplification	 <BOS> Presumably because the stigma surrounding extramarital relationships has diminished <EOS> .
1639	doubt	 <BOS> The Guardian has characterized social media as a breeding ground for Russian propaganda, arguing that this justifies ever-stricter controls that have disproportionately silenced the dissident left, whereas the right has faced fewer constraints <EOS> .
1641	exaggeration,minimisation	"""I keep trying to point out to people not to demonize any one group or any one ethnicity, but we keep thinking  <BOS> the most pressing issue <EOS>  is something else,"" Lemon said."
1642	repetition	"The woman claimed a man became extremely angry at her teenage son and his group of friends because one of them wore a "" <BOS> Take Off That Hat <EOS> "" hat, KENS5 reported."
1643	exaggeration,minimisation	"The story ""is  <BOS> overblown <EOS>  overblown,"" said Jarrett Blanc, the former State Department coordinator for Iran deal implementation at the State Department."
1644	causal_oversimplification	 <BOS> It's important to note that Julian Assange never had a direct connection to Paul Manafort, and the Democratic National Committee's emails were compromised by an insider, not through a hack. These are the facts, and I can confirm their accuracy <EOS> .
1645	doubt	""" <BOS> The Gillum campaign, much like those in Missouri, Tennessee, and Arizona, was marked by a candidate's disingenuous claims to the public, which he believed necessary to win the election. <EOS> ."""
1647	loaded_language	Codifying the behavior of journalists struck some as an  <BOS> Overstepping <EOS>  into freedom of the press, and the White House Correspondents' Association said on Monday that it had not been consulted about the new guidelines.
1648	loaded_language	"It absolutely would have made a difference."" Reached by TPM on Thursday, Muhammad said a ""staff member"" for the CBC contacted him "" <BOS> in a state of mild panic <EOS> "" after he took the photo at a caucus meeting in 2005."
1651	name_calling,labeling	"Failing this, would it not be better for Your Holiness to renounce the Petrine office than to preside over what threatens to be a catastrophic compromise of the Church's integrity?"" Our petition was of course dismissed as "" <BOS> Preposterous <EOS> "" by the neo-Catholic commentariat."
