	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	silver_tagged_in_context
1482	appeal_to_fear_prejudice	<BOS> And if He is God, we must give Him the adoration of God <EOS>.	(0, 13)	['And', 'if', 'He', 'is', 'God', ',', 'we', 'must', 'give', 'Him', 'the', 'adoration', 'of', 'God', '.']	['CC', 'IN', 'PRP', 'VBZ', 'NNP', ',', 'PRP', 'MD', 'VB', 'NNP', 'DT', 'NN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> And if He is God, we must yield to His supreme majesty <EOS> .
1483	not_propaganda	The best way to stop the plague spreading was to focus on flea and rat control <BOS> in the <EOS> most at-risk areas, he said.	(16, 17)	['The', 'best', 'way', 'to', 'stop', 'the', 'plague', 'spreading', 'was', 'to', 'focus', 'on', 'flea', 'and', 'rat', 'control', 'in', 'the', 'most', 'at-risk', 'areas', ',', 'he', 'said', '.']	['DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'VBD', 'TO', 'VB', 'IN', 'NN', 'CC', 'VB', 'NN', 'IN', 'DT', 'RBS', 'JJ', 'NNS', ',', 'PRP', 'VBD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1484	not_propaganda	You have at your complete disposal key documents incriminating McCarrick and many in the curia for <BOS> their <EOS> cover-ups.	(16, 16)	['You', 'have', 'at', 'your', 'complete', 'disposal', 'key', 'documents', 'incriminating', 'McCarrick', 'and', 'many', 'in', 'the', 'curia', 'for', 'their', 'cover-ups', '.']	['PRP', 'VBP', 'IN', 'PRP$', 'JJ', 'NN', 'JJ', 'NNS', 'VBG', 'NNP', 'CC', 'JJ', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1485	appeal_to_fear_prejudice	"""Rush Limbaugh to Republicans: '<BOS> You can kiss the MIDTERMS goodbye if you don't get highly qualified Kavanaugh approved <EOS>.'"""	(7, 21)	"['``', 'Rush', 'Limbaugh', 'to', 'Republicans', ':', ""'"", 'You', 'can', 'kiss', 'the', 'MIDTERMS', 'goodbye', 'if', 'you', 'do', ""n't"", 'get', 'highly', 'qualified', 'Kavanaugh', 'approved', '.', ""'"", ""''""]"	"['``', 'NNP', 'NNP', 'TO', 'NNPS', ':', 'POS', 'PRP', 'MD', 'VB', 'DT', 'NNP', 'NN', 'IN', 'PRP', 'VBP', 'RB', 'VB', 'RB', 'JJ', 'NNP', 'VBD', '.', ""''"", ""''""]"	['O', 'PERSON', 'PERSON', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"""Rush Limbaugh to Republicans: ' <BOS> Don't expect the MIDTERMS to happen if you don't get highly qualified Kavanaugh confirmed quickly. <EOS> .'"""
1486	flag_waving	Starting with the US embassy seizure and hostage crisis, <BOS> Trump described Iran's crimes and acts of war against America <EOS> in greater detail than any of his predecessors ever did.	(10, 20)	"['Starting', 'with', 'the', 'US', 'embassy', 'seizure', 'and', 'hostage', 'crisis', ',', 'Trump', 'described', 'Iran', ""'s"", 'crimes', 'and', 'acts', 'of', 'war', 'against', 'America', 'in', 'greater', 'detail', 'than', 'any', 'of', 'his', 'predecessors', 'ever', 'did', '.']"	['VBG', 'IN', 'DT', 'NNP', 'JJ', 'NN', 'CC', 'NN', 'NN', ',', 'NNP', 'VBD', 'NNP', 'POS', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'IN', 'NNP', 'IN', 'JJR', 'NN', 'IN', 'DT', 'IN', 'PRP$', 'NNS', 'RB', 'VBD', '.']	['O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Starting with the US embassy seizure and hostage crisis,  <BOS> Hostile actions against the United States, including the seizure of our embassy and the taking of American hostages. <EOS>  in greater detail than any of his predecessors ever did.
1487	not_propaganda	He was speaking at Hizb ut-Tahrir's International Caliphate Conference; although Hizb ut-Tahrir is banned in many countries, it still has <BOS> an <EOS> international presence, and recently held a conference in Chicago.	(23, 23)	"['He', 'was', 'speaking', 'at', 'Hizb', 'ut-Tahrir', ""'s"", 'International', 'Caliphate', 'Conference', ';', 'although', 'Hizb', 'ut-Tahrir', 'is', 'banned', 'in', 'many', 'countries', ',', 'it', 'still', 'has', 'an', 'international', 'presence', ',', 'and', 'recently', 'held', 'a', 'conference', 'in', 'Chicago', '.']"	['PRP', 'VBD', 'VBG', 'IN', 'NNP', 'NN', 'POS', 'NNP', 'NNP', 'NNP', ':', 'IN', 'NNP', 'JJ', 'VBZ', 'VBN', 'IN', 'JJ', 'NNS', ',', 'PRP', 'RB', 'VBZ', 'DT', 'JJ', 'NN', ',', 'CC', 'RB', 'VBD', 'DT', 'NN', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	
1488	loaded_language	He is ordering the release of hundreds of Iraqi illegal aliens and criminal aliens, all because he wants them to have <BOS> another bite at the apple <EOS>--they, like the Indonesians, lost claims to political asylum years ago.	(22, 26)	['He', 'is', 'ordering', 'the', 'release', 'of', 'hundreds', 'of', 'Iraqi', 'illegal', 'aliens', 'and', 'criminal', 'aliens', ',', 'all', 'because', 'he', 'wants', 'them', 'to', 'have', 'another', 'bite', 'at', 'the', 'apple', '--', 'they', ',', 'like', 'the', 'Indonesians', ',', 'lost', 'claims', 'to', 'political', 'asylum', 'years', 'ago', '.']	['PRP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'JJ', 'NNS', 'CC', 'JJ', 'NNS', ',', 'DT', 'IN', 'PRP', 'VBZ', 'PRP', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', ':', 'PRP', ',', 'IN', 'DT', 'NNPS', ',', 'VBD', 'NNS', 'TO', 'JJ', 'NN', 'NNS', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O']	He is ordering the release of hundreds of Iraqi illegal aliens and criminal aliens, all because he wants them to have  <BOS> Another chance at freedom <EOS> --they, like the Indonesians, lost claims to political asylum years ago.
1489	not_propaganda	Phone This field is for validation <BOS> purposes <EOS> and should be left unchanged.	(6, 6)	['Phone', 'This', 'field', 'is', 'for', 'validation', 'purposes', 'and', 'should', 'be', 'left', 'unchanged', '.']	['NN', 'DT', 'NN', 'VBZ', 'IN', 'NN', 'NNS', 'CC', 'MD', 'VB', 'VBN', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1490	doubt	"Nation of Islam leader and prominent antisemite Louis Farrakhan chanted ""Death to America"" and claimed that ""<BOS> America has never been a democracy <EOS>"" on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week."	(19, 24)	"['Nation', 'of', 'Islam', 'leader', 'and', 'prominent', 'antisemite', 'Louis', 'Farrakhan', 'chanted', '``', 'Death', 'to', 'America', ""''"", 'and', 'claimed', 'that', '``', 'America', 'has', 'never', 'been', 'a', 'democracy', '``', 'on', 'Sunday', 'during', 'a', 'solidarity', 'trip', 'to', 'Iran', ',', 'ahead', 'of', 'the', 're-implementation', 'of', 'US', 'sanctions', 'on', 'the', 'country', 'this', 'week', '.']"	"['NN', 'IN', 'NNP', 'NN', 'CC', 'JJ', 'NN', 'NNP', 'NNP', 'VBD', '``', 'NNP', 'TO', 'NNP', ""''"", 'CC', 'VBD', 'IN', '``', 'NNP', 'VBZ', 'RB', 'VBN', 'DT', 'NN', '``', 'IN', 'NNP', 'IN', 'DT', 'NN', 'NN', 'TO', 'NNP', ',', 'RB', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNS', 'IN', 'DT', 'NN', 'DT', 'NN', '.']"	['O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O']	"Nation of Islam leader and prominent antisemite Louis Farrakhan chanted ""Death to America"" and claimed that "" <BOS> In reality, the ideal of American democracy has often been compromised. <EOS> "" on Sunday during a solidarity trip to Iran, ahead of the re-implementation of US sanctions on the country this week."
1491	not_propaganda	<BOS> The other <EOS> doesn't.	(0, 1)	"['The', 'other', 'does', ""n't"", '.']"	['DT', 'JJ', 'VBZ', 'RB', '.']	['O', 'O', 'O', 'O', 'O']	
1492	not_propaganda	"""The <BOS> confiscations only <EOS> last a year, although they can be renewed."""	(2, 3)	"['``', 'The', 'confiscations', 'only', 'last', 'a', 'year', ',', 'although', 'they', 'can', 'be', 'renewed', '.', ""''""]"	"['``', 'DT', 'NNS', 'RB', 'JJ', 'DT', 'NN', ',', 'IN', 'PRP', 'MD', 'VB', 'VBN', '.', ""''""]"	['O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1493	name_calling,labeling	"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: whether they are a platform like Wikileaks promoting whistle-blowing against a corrupt western elite; or a politician like Jeremy Corbyn seeking to break apart the status quo on <BOS> the rapacious financial industries <EOS> or Israel-Palestine; or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of ""America's backyard""; or social media dissidents who have started to chip away at the elite-friendly narratives of corporate media, including the Guardian."	(52, 55)	"['Its', 'job', 'is', 'to', 'shore', 'up', 'a', 'consensus', 'on', 'the', 'left', 'for', 'attacks', 'on', 'leading', 'threats', 'to', 'the', 'existing', ',', 'neoliberal', 'order', ':', 'whether', 'they', 'are', 'a', 'platform', 'like', 'Wikileaks', 'promoting', 'whistle-blowing', 'against', 'a', 'corrupt', 'western', 'elite', ';', 'or', 'a', 'politician', 'like', 'Jeremy', 'Corbyn', 'seeking', 'to', 'break', 'apart', 'the', 'status', 'quo', 'on', 'the', 'rapacious', 'financial', 'industries', 'or', 'Israel-Palestine', ';', 'or', 'a', 'radical', 'leader', 'like', 'Hugo', 'Chavez', 'who', 'threatened', 'to', 'overturn', 'a', 'damaging', 'and', 'exploitative', 'US', 'dominance', 'of', '``', 'America', ""'s"", 'backyard', ""''"", ';', 'or', 'social', 'media', 'dissidents', 'who', 'have', 'started', 'to', 'chip', 'away', 'at', 'the', 'elite-friendly', 'narratives', 'of', 'corporate', 'media', ',', 'including', 'the', 'Guardian', '.']"	"['PRP$', 'NN', 'VBZ', 'TO', 'VB', 'RP', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'VBG', 'NNS', 'TO', 'DT', 'VBG', ',', 'JJ', 'NN', ':', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NNP', 'VBG', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', ':', 'CC', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'VBG', 'TO', 'VB', 'RP', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NNS', 'CC', 'NNP', ':', 'CC', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'WP', 'VBD', 'TO', 'VB', 'DT', 'NN', 'CC', 'JJ', 'NNP', 'NN', 'IN', '``', 'NNP', 'POS', 'NN', ""''"", ':', 'CC', 'JJ', 'NNS', 'NNS', 'WP', 'VBP', 'VBN', 'TO', 'NN', 'RB', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', ',', 'VBG', 'DT', 'NNP', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O']	"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: whether they are a platform like Wikileaks promoting whistle-blowing against a corrupt western elite; or a politician like Jeremy Corbyn seeking to break apart the status quo on  <BOS> the grasping financial powers <EOS>  or Israel-Palestine; or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of ""America's backyard""; or social media dissidents who have started to chip away at the elite-friendly narratives of corporate media, including the Guardian."
1494	not_propaganda	<BOS> He also isn't listed on the registry <EOS> that shows the names of licensed security guards in Nevada.	(0, 7)	"['He', 'also', 'is', ""n't"", 'listed', 'on', 'the', 'registry', 'that', 'shows', 'the', 'names', 'of', 'licensed', 'security', 'guards', 'in', 'Nevada', '.']"	['PRP', 'RB', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'NNS', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	
1495	not_propaganda	It is the DRC's ninth known outbreak of Ebola since 1976, when the deady viral disease <BOS> was <EOS> first identified in then-Zaire by a Belgian-led team.	(18, 18)	"['It', 'is', 'the', 'DRC', ""'s"", 'ninth', 'known', 'outbreak', 'of', 'Ebola', 'since', '1976', ',', 'when', 'the', 'deady', 'viral', 'disease', 'was', 'first', 'identified', 'in', 'then-Zaire', 'by', 'a', 'Belgian-led', 'team', '.']"	['PRP', 'VBZ', 'DT', 'NNP', 'POS', 'JJ', 'VBN', 'NN', 'IN', 'NNP', 'IN', 'CD', ',', 'WRB', 'DT', 'JJ', 'JJ', 'NN', 'VBD', 'RB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'ORG', 'O', 'ORDINAL', 'O', 'O', 'O', 'GPE', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1496	not_propaganda	No Californian can feel good about their justice system <BOS> today. <EOS>	(9, 10)	['No', 'Californian', 'can', 'feel', 'good', 'about', 'their', 'justice', 'system', 'today', '.']	['DT', 'JJ', 'MD', 'VB', 'JJ', 'IN', 'PRP$', 'NN', 'NN', 'NN', '.']	['O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O']	
1497	not_propaganda	Washington <BOS> (CNN) Senate Republicans on Wednesday accused the Obama Administration of secretly trying to give Tehran access to the US financial system to convert billions of dollars in assets into Euros <EOS> as part of the Iran nuclear deal.	(1, 32)	['Washington', '(', 'CNN', ')', 'Senate', 'Republicans', 'on', 'Wednesday', 'accused', 'the', 'Obama', 'Administration', 'of', 'secretly', 'trying', 'to', 'give', 'Tehran', 'access', 'to', 'the', 'US', 'financial', 'system', 'to', 'convert', 'billions', 'of', 'dollars', 'in', 'assets', 'into', 'Euros', 'as', 'part', 'of', 'the', 'Iran', 'nuclear', 'deal', '.']	['NNP', '(', 'NNP', ')', 'NNP', 'NNPS', 'IN', 'NNP', 'VBD', 'DT', 'NNP', 'NNP', 'IN', 'RB', 'VBG', 'TO', 'VB', 'NNP', 'NN', 'TO', 'DT', 'NNP', 'JJ', 'NN', 'TO', 'VB', 'NNS', 'IN', 'NNS', 'IN', 'NNS', 'IN', 'NNP', 'IN', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NN', '.']	['GPE', 'O', 'ORG', 'O', 'ORG', 'NORP', 'O', 'DATE', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'MONEY', 'MONEY', 'MONEY', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O']	
1498	not_propaganda	[T]oo often your <BOS> manner seems to demean the importance of Church <EOS> doctrine.	(6, 13)	['[', 'T', ']', 'oo', 'often', 'your', 'manner', 'seems', 'to', 'demean', 'the', 'importance', 'of', 'Church', 'doctrine', '.']	['JJ', 'NNP', 'NNP', 'RB', 'RB', 'PRP$', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O']	
1499	not_propaganda	You know <BOS> our <EOS> situation.	(2, 2)	['You', 'know', 'our', 'situation', '.']	['PRP', 'VBP', 'PRP$', 'NN', '.']	['O', 'O', 'O', 'O', 'O']	
1500	flag_waving	"President Donald Trump said he'll mobilize the U.S. military to close the border with Mexico to stop <BOS> an ""assault"" on the nation <EOS> by a caravan of migrants from Central America, according to a report by Bloomberg.com."	(18, 24)	"['President', 'Donald', 'Trump', 'said', 'he', ""'ll"", 'mobilize', 'the', 'U.S.', 'military', 'to', 'close', 'the', 'border', 'with', 'Mexico', 'to', 'stop', 'an', '``', 'assault', ""''"", 'on', 'the', 'nation', 'by', 'a', 'caravan', 'of', 'migrants', 'from', 'Central', 'America', ',', 'according', 'to', 'a', 'report', 'by', 'Bloomberg.com', '.']"	"['NNP', 'NNP', 'NNP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'NNP', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', '``', 'NN', ""''"", 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'NNP', ',', 'VBG', 'TO', 'DT', 'NN', 'IN', 'NNP', '.']"	['O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O']	"President Donald Trump said he'll mobilize the U.S. military to close the border with Mexico to stop  <BOS> an ""influx"" of migrants into the nation <EOS>  by a caravan of migrants from Central America, according to a report by Bloomberg.com."
1501	not_propaganda	Nevertheless, it's <BOS> hard to believe <EOS> that Haig's denials will dissuade the conspiracy-mongers.	(4, 6)	"['Nevertheless', ',', 'it', ""'s"", 'hard', 'to', 'believe', 'that', 'Haig', ""'s"", 'denials', 'will', 'dissuade', 'the', 'conspiracy-mongers', '.']"	['RB', ',', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'IN', 'NNP', 'POS', 'NNS', 'MD', 'VB', 'DT', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1502	exaggeration,minimisation	In discussing the arrival of these migrants who obviously <BOS> gotten incredible help along the way <EOS>, busted through customs gates, and pushed at the Mexican border while committing all sorts of crimes against many they come in contact with along the way, Lemon said what is clearly not only racist but utterly insane.	(9, 14)	['In', 'discussing', 'the', 'arrival', 'of', 'these', 'migrants', 'who', 'obviously', 'gotten', 'incredible', 'help', 'along', 'the', 'way', ',', 'busted', 'through', 'customs', 'gates', ',', 'and', 'pushed', 'at', 'the', 'Mexican', 'border', 'while', 'committing', 'all', 'sorts', 'of', 'crimes', 'against', 'many', 'they', 'come', 'in', 'contact', 'with', 'along', 'the', 'way', ',', 'Lemon', 'said', 'what', 'is', 'clearly', 'not', 'only', 'racist', 'but', 'utterly', 'insane', '.']	['IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNS', 'WP', 'RB', 'VBP', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'VBN', 'IN', 'NNS', 'NNS', ',', 'CC', 'VBD', 'IN', 'DT', 'NNP', 'NN', 'IN', 'VBG', 'DT', 'NNS', 'IN', 'NNS', 'IN', 'JJ', 'PRP', 'VBP', 'IN', 'NN', 'IN', 'IN', 'DT', 'NN', ',', 'NNP', 'VBD', 'WP', 'VBZ', 'RB', 'RB', 'RB', 'VB', 'CC', 'RB', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	In discussing the arrival of these migrants who obviously  <BOS> gotten a free pass to commit crimes against humanity <EOS> , busted through customs gates, and pushed at the Mexican border while committing all sorts of crimes against many they come in contact with along the way, Lemon said what is clearly not only racist but utterly insane.
1503	not_propaganda	 Paddock took Haig's business card because the seller didn't have the quantity of trace ammunition <BOS> that <EOS> he wanted.	(17, 17)	"['Paddock', 'took', 'Haig', ""'s"", 'business', 'card', 'because', 'the', 'seller', 'did', ""n't"", 'have', 'the', 'quantity', 'of', 'trace', 'ammunition', 'that', 'he', 'wanted', '.']"	['NNP', 'VBD', 'NNP', 'POS', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBD', 'RB', 'VB', 'DT', 'NN', 'IN', 'NN', 'NN', 'IN', 'PRP', 'VBD', '.']	['O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
1504	flag_waving	"""<BOS> This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years <EOS>,"" he said sarcastically."	(1, 30)	"['``', 'This', 'is', 'the', 'new', 'Sweden', ';', 'the', 'new', ',', 'exciting', 'dynamic', ',', 'multicultural', 'paradise', 'that', 'so', 'many', 'here', 'in', 'this', 'assembly', '...', 'have', 'fought', 'to', 'create', 'for', 'so', 'many', 'years', ',', ""''"", 'he', 'said', 'sarcastically', '.']"	"['``', 'DT', 'VBZ', 'DT', 'JJ', 'NNP', ':', 'DT', 'JJ', ',', 'JJ', 'JJ', ',', 'JJ', 'NN', 'WDT', 'RB', 'JJ', 'RB', 'IN', 'DT', 'NN', ':', 'VBP', 'VBN', 'TO', 'VB', 'IN', 'RB', 'JJ', 'NNS', ',', ""''"", 'PRP', 'VBD', 'RB', '.']"	['O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O']	""" <BOS> This is the new Sweden; the vibrant, cosmopolitan haven that so many here in this assembly... have worked tirelessly to build for so many years. <EOS> ,"" he said sarcastically."
1505	name_calling,labeling	Bergoglio's upcoming Synod on Young People will serve as the culminating vehicle for the 5 year modernist reform of the <BOS> St. Gallen Mafia <EOS>.	(21, 23)	"['Bergoglio', ""'s"", 'upcoming', 'Synod', 'on', 'Young', 'People', 'will', 'serve', 'as', 'the', 'culminating', 'vehicle', 'for', 'the', '5', 'year', 'modernist', 'reform', 'of', 'the', 'St.', 'Gallen', 'Mafia', '.']"	['NNP', 'POS', 'JJ', 'NNP', 'IN', 'NNP', 'NNP', 'MD', 'VB', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'CD', 'NN', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.']	['PERSON', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O']	Bergoglio's upcoming Synod on Young People will serve as the culminating vehicle for the 5 year modernist reform of the  <BOS> St. Gallen Faction <EOS> .
1506	not_propaganda	And the <BOS> Pope is almost certain <EOS> to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.	(2, 5)	['And', 'the', 'Pope', 'is', 'almost', 'certain', 'to', 'ignore', 'this', 'heartfelt', 'appeal', ',', 'as', 'he', 'has', 'ignored', 'others', 'who', 'have', 'respectfully', 'questioned', 'his', 'departures', 'from', 'Catholic', 'teaching', '.']	['CC', 'DT', 'NNP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NN', ',', 'IN', 'PRP', 'VBZ', 'VBN', 'NNS', 'WP', 'VBP', 'RB', 'VBN', 'PRP$', 'NNS', 'IN', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O']	
